File created on 2020-10-26T13:51:13.110330
#COOR
GSM

#VAR
bx by bz ux uy uz n hprho hppsrho t

#START
2000 01 01 02 00 00 000       -1.47       2.07       1.10    -354.49        0.00        0.00      13.220  13.219   0.001  56227.78
2000 01 01 02 01 00 000       -1.47       2.07       1.10    -354.49        0.00        0.00      13.220  13.219   0.001  56268.60
2000 01 01 02 02 00 000       -1.47       2.07       1.08    -354.51        0.00        0.00      13.210  13.209   0.001  56282.10
2000 01 01 02 03 00 000       -1.47       2.07       1.08    -354.60        0.00        0.00      13.210  13.209   0.001  56325.20
2000 01 01 02 04 00 000       -1.47       2.07       1.08    -354.70        0.00        0.00      13.210  13.209   0.001  56428.00
2000 01 01 02 05 00 000       -1.47       2.07       1.08    -354.70        0.00        0.00      13.210  13.209   0.001  56428.00
2000 01 01 02 06 00 000       -1.47       2.07       1.08    -354.87        0.00        0.00      13.210  13.209   0.001  56515.10
2000 01 01 02 07 00 000       -1.47       2.07       1.08    -354.87        0.00        0.00      13.210  13.209   0.001  56515.10
2000 01 01 02 08 00 000       -1.47       2.07       1.08    -354.87        0.00        0.00      13.210  13.209   0.001  56743.50
2000 01 01 02 09 00 000       -1.47       2.07       1.08    -354.87        0.00        0.00      13.210  13.209   0.001  56743.50
2000 01 01 02 10 00 000       -1.47       2.07       1.08    -355.00        0.00        0.00      13.210  13.209   0.001  56743.50
2000 01 01 02 11 00 000       -1.47       2.07       1.08    -355.01        0.00        0.00      13.210  13.209   0.001  56743.50
2000 01 01 02 12 00 000       -1.47       2.07       1.08    -355.06        0.00        0.00      13.210  13.209   0.001  56743.50
2000 01 01 02 13 00 000       -1.47       2.07       1.08    -355.06        0.00        0.00      13.200  13.199   0.001  56743.50
2000 01 01 02 14 00 000       -1.47       2.07       1.08    -355.16        0.00        0.00      13.200  13.199   0.001  56743.50
2000 01 01 02 15 00 000       -1.47       2.07       1.08    -355.18        0.00        0.00      13.180  13.179   0.001  56743.50
2000 01 01 02 16 00 000       -1.47       2.07       1.08    -355.27        0.00        0.00      13.170  13.169   0.001  56743.50
2000 01 01 02 17 00 000       -1.47       2.07       1.08    -355.27        0.00        0.00      13.170  13.169   0.001  56743.50
2000 01 01 02 18 00 000       -1.47       2.07       1.06    -355.35        0.00        0.00      13.110  13.109   0.001  56785.60
2000 01 01 02 19 00 000       -1.47       2.07       1.06    -355.43        0.00        0.00      13.110  13.109   0.001  56876.80
2000 01 01 02 20 00 000       -1.47       2.07       1.06    -355.70        0.00        0.00      13.090  13.089   0.001  56785.60
2000 01 01 02 21 00 000       -1.47       2.07       1.01    -355.96        0.00        0.00      13.090  13.089   0.001  56785.60
2000 01 01 02 22 00 000       -1.47       2.07       1.01    -356.05        0.00        0.00      13.090  13.089   0.001  56876.80
2000 01 01 02 23 00 000       -1.47       2.07       1.01    -356.27        0.00        0.00      13.090  13.089   0.001  56881.33
2000 01 01 02 24 00 000       -1.47       2.07       1.00    -356.27        0.00        0.00      13.080  13.079   0.001  56900.00
2000 01 01 02 25 00 000       -1.47       2.07       1.00    -356.30        0.00        0.00      13.080  13.079   0.001  56959.11
2000 01 01 02 26 00 000       -1.47       2.07       1.00    -356.30        0.00        0.00      13.050  13.049   0.001  56994.33
2000 01 01 02 27 00 000       -1.47       2.07       1.00    -356.30        0.00        0.00      13.040  13.039   0.001  57240.90
2000 01 01 02 28 00 000       -1.47       2.07       1.00    -356.38        0.00        0.00      12.980  12.979   0.001  57259.30
2000 01 01 02 29 00 000       -1.47       2.07       1.00    -356.90        0.00        0.00      12.920  12.919   0.001  57351.70
2000 01 01 02 30 00 000       -1.47       2.07       0.99    -356.97        0.00        0.00      12.910  12.909   0.001  57405.40
2000 01 01 02 31 00 000       -1.47       2.07       0.99    -356.90        0.00        0.00      12.910  12.909   0.001  57405.40
2000 01 01 02 32 00 000       -1.47       2.07       0.98    -356.38        0.00        0.00      12.890  12.889   0.001  57351.70
2000 01 01 02 33 00 000       -1.47       2.07       0.98    -356.30        0.00        0.00      12.880  12.879   0.001  57351.70
2000 01 01 02 34 00 000       -1.47       2.07       0.97    -356.30        0.00        0.00      12.790  12.789   0.001  57351.70
2000 01 01 02 35 00 000       -1.47       2.07       0.96    -356.30        0.00        0.00      12.790  12.789   0.001  57351.70
2000 01 01 02 36 00 000       -1.47       2.07       0.96    -356.27        0.00        0.00      12.790  12.789   0.001  57405.40
2000 01 01 02 37 00 000       -1.47       2.07       0.96    -356.27        0.00        0.00      12.750  12.749   0.001  57405.40
2000 01 01 02 38 00 000       -1.47       2.07       0.96    -356.27        0.00        0.00      12.750  12.749   0.001  57405.40
2000 01 01 02 39 00 000       -1.47       2.07       0.96    -356.27        0.00        0.00      12.720  12.719   0.001  57553.90
2000 01 01 02 40 00 000       -1.47       2.07       0.93    -356.27        0.00        0.00      12.700  12.699   0.001  57553.90
2000 01 01 02 41 00 000       -1.47       2.07       0.92    -356.30        0.00        0.00      12.680  12.679   0.001  57553.90
2000 01 01 02 42 00 000       -1.47       2.07       0.92    -356.38        0.00        0.00      12.650  12.649   0.001  57553.90
2000 01 01 02 43 00 000       -1.47       2.07       0.92    -356.78        0.00        0.00      12.620  12.619   0.001  57553.90
2000 01 01 02 44 00 000       -1.47       2.07       0.92    -356.90        0.00        0.00      12.560  12.559   0.001  57553.90
2000 01 01 02 45 00 000       -1.47       2.07       0.91    -356.97        0.00        0.00      12.550  12.549   0.001  57553.90
2000 01 01 02 46 00 000       -1.47       2.07       0.90    -357.13        0.00        0.00      12.530  12.529   0.001  57553.90
2000 01 01 02 47 00 000       -1.47       2.07       0.90    -357.18        0.00        0.00      12.510  12.509   0.001  57405.40
2000 01 01 02 48 00 000       -1.47       2.07       0.90    -357.18        0.00        0.00      12.510  12.509   0.001  56994.33
2000 01 01 02 49 00 000       -1.47       2.07       0.88    -357.19        0.00        0.00      12.510  12.509   0.001  56994.33
2000 01 01 02 50 00 000       -1.47       2.07       0.88    -357.19        0.00        0.00      12.510  12.509   0.001  56994.33
2000 01 01 02 51 00 000       -1.47       2.07       0.88    -357.19        0.00        0.00      12.510  12.509   0.001  56994.33
2000 01 01 02 52 00 000       -1.47       2.07       0.87    -357.18        0.00        0.00      12.480  12.479   0.001  56994.33
2000 01 01 02 53 00 000       -1.47       2.07       0.86    -357.19        0.00        0.00      12.480  12.479   0.001  56900.00
2000 01 01 02 54 00 000       -1.47       2.07       0.85    -357.42        0.00        0.00      12.450  12.449   0.001  56900.00
2000 01 01 02 55 00 000       -1.47       2.07       0.84    -357.19        0.00        0.00      12.410  12.409   0.001  56900.00
2000 01 01 02 56 00 000       -1.47       2.07       0.81    -357.42        0.00        0.00      12.390  12.389   0.001  56881.33
2000 01 01 02 57 00 000       -1.47       2.07       0.81    -357.49        0.00        0.00      12.380  12.379   0.001  56785.60
