MIDL Ballistic 32Re Data for 2015-03-16 to 2015-03-20

#COORDINATES
GSM

yr mo dy hr mn sc msc bx by bz ux uy uz rho T

#START
2015  3 17  5 10  0    0     0.19     8.33    23.83    -504.8    -77.48     12.66    40.304     101855
2015  3 17  5 11  0    0     1.23     7.56    24.26    -502.9    -83.06     13.24    39.248     101727
2015  3 17  5 12  0    0     2.03     5.70    24.27    -503.3    -88.78     15.82    36.104     103074
2015  3 17  5 13  0    0     2.42     3.67    24.36    -504.6    -93.81     14.46    33.392     110280
2015  3 17  5 14  0    0     3.39     0.46    25.16    -505.8    -96.42     10.69    31.844     111237
2015  3 17  5 15  0    0     4.16    -1.13    26.20    -506.5    -94.84     10.59    31.565     111051
2015  3 17  5 16  0    0     4.67    -1.48    26.64    -506.4    -91.76     11.35    31.578     112649
2015  3 17  5 17  0    0     5.20    -1.86    26.81    -505.5    -86.01     13.83    31.917     114581
2015  3 17  5 18  0    0     5.34    -1.88    26.80    -503.6    -81.31     17.27    32.650     115236
2015  3 17  5 19  0    0     5.90    -2.16    26.57    -501.2    -77.51     17.51    33.715     115236
2015  3 17  5 20  0    0     6.62    -3.45    26.11    -499.2    -74.25     19.99    34.761     111642
2015  3 17  5 21  0    0     7.06    -4.89    25.30    -498.9    -75.81     20.48    34.860     110923
2015  3 17  5 22  0    0     6.34    -5.44    25.20    -500.2    -73.34     19.26    33.103     110474
2015  3 17  5 23  0    0     6.32    -5.90    24.75    -503.4    -68.76     16.53    32.619     110499
2015  3 17  5 24  0    0     6.45    -5.96    24.11    -503.8    -68.09     15.51    33.315     111558
2015  3 17  5 25  0    0     6.55    -6.79    23.37    -504.3    -67.22     12.27    35.117     115198
2015  3 17  5 26  0    0     6.66    -8.32    22.76    -504.0    -69.32     11.00    35.549     117621
2015  3 17  5 27  0    0     6.63    -9.89    22.14    -503.7    -72.55      9.93    34.968     117621
2015  3 17  5 28  0    0     7.15   -10.63    21.20    -502.5    -72.99     10.06    33.661     116911
2015  3 17  5 29  0    0     7.63   -11.37    20.63    -501.3    -72.35     10.99    33.769     110760
2015  3 17  5 30  0    0     7.87   -10.52    20.87    -499.4    -69.68     16.35    34.233     100773
2015  3 17  5 31  0    0     7.93    -9.74    21.02    -498.8    -69.76     17.15    34.310      99109
2015  3 17  5 32  0    0     7.93    -9.63    20.88    -498.4    -71.49     16.40    34.336     103072
2015  3 17  5 33  0    0     7.66   -10.16    19.99    -499.7    -77.14     13.30    34.717     107292
2015  3 17  5 34  0    0     5.98   -10.99    18.91    -500.1    -77.80     12.70    36.438     111921
2015  3 17  5 35  0    0     5.82   -11.50    18.07    -500.4    -83.80     15.41    38.483     116959
2015  3 17  5 36  0    0     5.60   -11.15    18.39    -499.6    -89.53     14.84    41.255     134150
2015  3 17  5 37  0    0     5.37   -11.50    17.93    -499.6    -97.54      7.03    43.875     148161
2015  3 17  5 38  0    0     5.28   -11.82    17.05    -503.0   -107.22     11.27    44.090     148687
2015  3 17  5 39  0    0     6.09   -11.76    17.71    -503.2   -113.51     17.14    43.427     142084
2015  3 17  5 40  0    0     8.79    -8.69    19.77    -502.4   -118.19     16.92    41.451     142199
2015  3 17  5 41  0    0     9.72    -6.09    19.77    -497.6   -113.00     15.48    39.396     142967
2015  3 17  5 42  0    0    10.46    -5.15    18.49    -496.7   -110.52     14.80    36.398     156149
2015  3 17  5 43  0    0     9.88    -9.02    16.62    -501.2   -110.58     15.85    33.558     163363
2015  3 17  5 44  0    0     9.62    -9.85    16.01    -500.3   -115.78     21.33    33.252     159603
2015  3 17  5 45  0    0     9.90    -9.09    16.01    -497.7   -118.35     23.74    34.170     159290
2015  3 17  5 46  0    0    10.43    -8.53    16.28    -494.6   -118.98     25.23    37.127     160081
2015  3 17  5 47  0    0    10.94    -8.16    16.57    -492.2   -118.75     26.52    41.455     163265
2015  3 17  5 48  0    0    10.88    -8.08    16.80    -492.9   -118.75     27.67    45.021     171116
2015  3 17  5 49  0    0     9.99    -8.75    16.38    -493.9   -119.05     25.93    44.091     174829
2015  3 17  5 50  0    0     8.78    -9.28    15.31    -495.0   -119.49     23.44    42.139     175310
2015  3 17  5 51  0    0     8.30    -8.99    15.69    -494.6   -119.85     28.02    40.848     175310
2015  3 17  5 52  0    0     8.35    -8.77    15.99    -493.6   -121.38     33.75    39.669     175479
2015  3 17  5 53  0    0     8.48   -10.00    13.78    -493.0   -124.26     34.70    36.620     183339
2015  3 17  5 54  0    0     7.88   -12.41     8.22    -492.8   -126.75     36.43    32.268     198141
2015  3 17  5 55  0    0     7.17   -13.98     4.21    -492.0   -127.80     38.69    31.073     195746
2015  3 17  5 56  0    0     6.75   -16.30     1.16    -491.5   -129.20     38.59    30.281     188270
2015  3 17  5 57  0    0     6.03   -17.11    -0.52    -491.0   -131.41     37.56    30.342     186574
2015  3 17  5 58  0    0     5.88   -17.21    -1.44    -491.4   -131.56     34.31    31.384     187553
2015  3 17  5 59  0    0     5.19   -17.28    -2.74    -492.7   -131.85     35.92    34.471     191566
2015  3 17  6  0  0    0     4.94   -17.01    -3.39    -491.6   -130.92     39.75    34.474     191566
2015  3 17  6  1  0    0     4.95   -17.01    -3.66    -488.7   -130.11     40.45    34.486     191566
2015  3 17  6  2  0    0     4.77   -15.34    -3.67    -486.4   -125.47     40.47    34.612     193088
2015  3 17  6  3  0    0     1.04   -11.81    -9.30    -498.7   -112.53     19.94    35.026     207133
2015  3 17  6  4  0    0    -2.27    -8.20   -16.56    -504.5   -102.46     10.30    31.298     208151
2015  3 17  6  5  0    0    -3.42    -7.43   -18.71    -506.1    -95.37      9.24    29.662     206683
2015  3 17  6  6  0    0    -3.44    -8.54   -19.02    -505.4    -90.90     13.22    28.758     206683
2015  3 17  6  7  0    0    -3.61    -9.00   -19.25    -504.5    -89.77     15.45    28.314     207097
2015  3 17  6  8  0    0    -4.09    -9.71   -19.80    -504.5    -91.52     18.02    27.594     208280
2015  3 17  6  9  0    0    -4.24    -9.26   -20.60    -505.6    -91.25     17.38    27.826     208395
2015  3 17  6 10  0    0    -4.27    -9.06   -20.47    -507.4    -90.03     14.01    28.166     190005
2015  3 17  6 11  0    0    -4.41    -9.54   -20.13    -508.0    -88.85     11.66    28.204     167729
2015  3 17  6 12  0    0    -4.55    -8.97   -20.03    -508.8    -87.77     12.55    28.066     164917
2015  3 17  6 13  0    0    -4.90    -8.08   -20.19    -509.2    -86.16     13.98    27.735     170034
2015  3 17  6 14  0    0    -4.98    -9.19   -19.59    -509.0    -85.65     12.87    27.310     172997
2015  3 17  6 15  0    0    -4.66   -10.16   -19.09    -508.5    -86.64      9.73    26.879     166589
2015  3 17  6 16  0    0    -4.14   -10.33   -19.04    -507.4    -88.22      9.98    26.685     161782
2015  3 17  6 17  0    0    -3.69   -10.68   -19.13    -506.6    -90.44     13.12    26.680     161587
2015  3 17  6 18  0    0    -3.50   -11.16   -19.22    -505.2    -93.19     15.22    26.626     161204
2015  3 17  6 19  0    0    -3.40   -11.42   -19.10    -502.5    -95.29     16.15    26.318     160494
2015  3 17  6 20  0    0    -3.18   -12.27   -18.69    -503.4    -95.03     16.06    24.673     156591
2015  3 17  6 21  0    0    -2.90   -12.55   -18.54    -503.1    -95.77     16.42    24.367     156779
2015  3 17  6 22  0    0    -3.17   -12.73   -17.89    -503.5    -99.82     18.45    24.294     157805
2015  3 17  6 23  0    0    -2.89   -13.00   -17.41    -503.5   -102.56     19.26    24.662     158837
2015  3 17  6 24  0    0    -2.94   -13.50   -16.56    -504.1   -105.51     19.67    25.834     164491
2015  3 17  6 25  0    0    -3.53   -13.73   -15.95    -505.3   -107.57     19.44    27.504     171328
2015  3 17  6 26  0    0    -4.18   -14.07   -14.50    -507.6   -108.91     18.83    27.523     178930
2015  3 17  6 27  0    0    -4.32   -14.18   -13.43    -509.3   -107.73     18.21    27.333     186062
2015  3 17  6 28  0    0    -4.30   -13.93   -13.58    -510.6   -106.27     17.18    28.726     189027
2015  3 17  6 29  0    0    -4.27   -13.13   -13.85    -513.7   -106.13     15.25    28.831     177617
2015  3 17  6 30  0    0    -4.19   -12.32   -13.71    -514.8   -106.38     13.55    27.748     167354
2015  3 17  6 31  0    0    -3.99   -12.47   -13.35    -513.8   -106.32     13.91    26.325     167354
2015  3 17  6 32  0    0    -3.92   -13.93   -11.30    -511.9   -110.43     19.97    27.517     177597
2015  3 17  6 33  0    0    -3.56   -14.98    -9.55    -509.7   -111.45     22.92    28.622     193749
2015  3 17  6 34  0    0    -2.62   -16.13    -8.17    -508.3   -111.96     23.82    29.506     200724
2015  3 17  6 35  0    0    -1.59   -16.78    -7.48    -507.5   -114.98     23.60    30.005     200724
2015  3 17  6 36  0    0    -1.08   -16.87    -7.26    -506.6   -120.08     23.79    30.143     200635
2015  3 17  6 37  0    0    -0.43   -17.00    -6.68    -505.0   -124.07     27.84    30.086     198041
2015  3 17  6 38  0    0     0.90   -17.26    -5.35    -502.7   -126.10     35.75    29.897     191783
2015  3 17  6 39  0    0     1.47   -17.74    -3.38    -501.9   -127.06     35.23    29.278     187159
2015  3 17  6 40  0    0     1.69   -17.85    -2.75    -500.7   -127.93     27.38    28.239     187159
2015  3 17  6 41  0    0     2.30   -17.86    -2.62    -499.1   -122.70     28.26    27.240     185920
2015  3 17  6 42  0    0     3.18   -17.93    -2.07    -497.1   -121.20     33.20    27.041     183731
2015  3 17  6 43  0    0     3.04   -18.12    -0.42    -496.8   -121.16     44.04    27.020     182805
2015  3 17  6 44  0    0     1.90   -17.19     1.27    -502.8   -125.24     58.50    26.032     192075
2015  3 17  6 45  0    0     1.49   -13.43     6.81    -502.6   -128.85     69.90    25.135     208689
2015  3 17  6 46  0    0     1.52   -11.92    11.44    -502.2   -132.98     70.27    26.525     275044
2015  3 17  6 47  0    0     1.75   -12.24     6.79    -504.4   -138.40     72.01    29.597     304493
2015  3 17  6 48  0    0     1.73   -13.96    -2.26    -504.1   -142.26     77.34    28.810     322527
2015  3 17  6 49  0    0     1.74   -14.52    -8.46    -504.3   -143.37     78.44    27.178     314855
2015  3 17  6 50  0    0     1.77   -13.78    -6.66    -504.8   -142.85     76.54    26.518     287516
2015  3 17  6 51  0    0     2.37   -11.52     4.35    -506.5   -136.85     66.39    25.990     280737
2015  3 17  6 52  0    0     2.55    -8.80    14.88    -509.2   -127.41     50.80    25.030     282852
2015  3 17  6 53  0    0     1.55    -9.84    14.22    -510.8   -125.73     46.06    23.213     286657
2015  3 17  6 54  0    0     2.91    -8.35    13.61    -509.4   -126.40     46.59    23.491     289614
2015  3 17  6 55  0    0     4.64    -6.80    13.53    -507.8   -126.77     46.88    24.331     299790
2015  3 17  6 56  0    0     5.62    -5.88    13.61    -506.7   -126.79     46.88    25.084     308038
2015  3 17  6 57  0    0     5.87    -5.48    13.29    -506.2   -127.55     47.64    25.823     305747
2015  3 17  6 58  0    0     6.14    -6.59    11.26    -506.6   -129.42     48.78    26.695     302311
2015  3 17  6 59  0    0     7.38    -8.82     5.22    -508.5   -130.48     47.88    27.503     309004
2015  3 17  7  0  0    0     8.41   -10.32     2.06    -509.5   -128.39     47.21    27.468     315778
2015  3 17  7  1  0    0     8.87   -10.46     2.29    -507.9   -127.06     47.77    27.083     316731
2015  3 17  7  2  0    0     9.37   -10.48     2.48    -505.1   -126.99     48.28    26.756     314782
2015  3 17  7  3  0    0     9.90   -11.00     2.09    -501.9   -127.22     48.28    26.640     310058
2015  3 17  7  4  0    0     8.65   -12.86    -1.20    -501.8   -126.18     48.76    26.596     304957
2015  3 17  7  5  0    0    -1.01   -19.91    -9.42    -501.7   -125.71     57.91    26.631     304983
2015  3 17  7  6  0    0    -1.01   -19.91   -11.13    -501.2   -120.09     57.91    26.797     305495
2015  3 17  7  7  0    0    -1.01   -18.82   -11.46    -498.8   -119.00     55.66    27.029     318275
2015  3 17  7  8  0    0    -0.46   -14.08   -11.49    -497.9   -118.18     53.30    27.098     321677
2015  3 17  7  9  0    0    -0.58   -12.08   -12.18    -497.4   -118.25     48.55    27.054     322103
2015  3 17  7 10  0    0    -0.44   -11.14   -12.90    -496.2   -115.76     49.99    27.133     322223
2015  3 17  7 11  0    0    -0.06    -9.68   -13.16    -495.4   -114.14     49.19    27.311     319468
2015  3 17  7 12  0    0     1.38    -9.07   -10.26    -494.8   -112.41     49.92    27.411     314379
2015  3 17  7 13  0    0     2.81    -9.34    -7.05    -495.3   -108.34     50.30    26.486     301385
2015  3 17  7 14  0    0     2.70    -9.69    -8.04    -496.1   -103.31     47.40    25.138     283671
2015  3 17  7 15  0    0     2.87   -10.62    -8.50    -494.7   -101.36     52.16    24.787     277734
2015  3 17  7 16  0    0     3.60   -11.41    -7.67    -491.9   -101.61     58.68    25.001     279558
2015  3 17  7 17  0    0     4.66   -11.51    -6.36    -488.3   -101.62     62.20    25.611     284769
2015  3 17  7 18  0    0     5.24   -11.38    -3.97    -486.6   -105.98     61.60    26.158     285193
2015  3 17  7 19  0    0     7.39   -10.40     0.31    -483.4   -109.69     68.02    26.306     285211
2015  3 17  7 20  0    0     9.20    -9.56     3.75    -479.7   -113.06     74.40    26.277     283375
2015  3 17  7 21  0    0     9.20    -9.54     4.09    -475.8   -116.23     75.96    26.085     277256
2015  3 17  7 22  0    0     9.07   -10.59     3.28    -474.7   -115.92     82.55    25.548     270940
2015  3 17  7 23  0    0     9.06   -10.38     3.55    -473.3   -113.40     86.66    25.341     269454
2015  3 17  7 24  0    0     9.19    -9.21     4.65    -472.5   -109.93     87.88    25.309     274269
2015  3 17  7 25  0    0     9.65    -8.24     7.59    -473.1   -105.53     87.00    25.106     283044
2015  3 17  7 26  0    0     5.92    -9.02    -1.40    -491.0    -90.34     88.39    20.643     397007
2015  3 17  7 27  0    0     4.42    -9.49    -3.75    -491.5    -80.84     83.73    18.920     388604
2015  3 17  7 28  0    0     2.72    -8.62   -10.17    -493.7    -69.60     80.81    19.255     358495
2015  3 17  7 29  0    0     0.43    -8.01   -16.51    -496.4    -61.55     84.58    19.499     365575
2015  3 17  7 30  0    0    -1.05    -6.84   -17.63    -496.3    -58.20     81.82    18.870     376986
2015  3 17  7 31  0    0    -2.02    -5.58   -17.91    -495.7    -55.42     81.09    18.539     381444
2015  3 17  7 32  0    0    -3.15    -4.51   -18.56    -496.1    -51.80     80.68    18.672     381468
2015  3 17  7 33  0    0    -6.06    -3.28   -19.12    -501.8    -41.20     76.94    19.663     376584
2015  3 17  7 34  0    0    -6.60    -1.69   -18.13    -517.6    -30.11     78.16    20.099     385144
2015  3 17  7 35  0    0    -6.60    -0.30   -18.01    -518.5    -17.16     78.45    17.874     383603
2015  3 17  7 36  0    0    -5.88    -0.22   -17.95    -517.2    -11.46     75.10    16.944     379352
2015  3 17  7 37  0    0    -5.01    -0.52   -17.76    -514.9    -10.22     70.58    16.913     375495
2015  3 17  7 38  0    0    -4.21    -1.00   -17.44    -512.5    -12.08     69.23    16.894     371777
2015  3 17  7 39  0    0    -3.51    -1.34   -17.06    -508.9    -16.86     70.39    16.876     368433
2015  3 17  7 40  0    0    -2.85    -1.73   -16.70    -505.8    -21.63     72.11    16.858     364915
2015  3 17  7 41  0    0    -1.92    -2.31   -16.25    -503.2    -26.85     76.36    16.839     364397
2015  3 17  7 42  0    0     0.06    -3.24   -15.45    -499.4    -35.78     88.46    16.822     374697
2015  3 17  7 43  0    0     0.74    -4.48   -14.67    -496.4    -39.60     92.49    16.804     393035
2015  3 17  7 44  0    0     1.16    -5.47   -13.00    -493.9    -41.89     93.63    16.785     413884
2015  3 17  7 45  0    0     1.85    -6.16   -10.76    -491.6    -43.97     94.07    16.765     434986
2015  3 17  7 46  0    0     3.30    -7.06    -9.06    -490.1    -44.77     94.24    16.859     457534
2015  3 17  7 47  0    0     9.68   -10.03    -5.26    -504.3    -24.20     94.68    19.376     511053
2015  3 17  7 48  0    0     7.30    -8.17    -7.62    -514.0     -6.90     95.31    20.789     554701
2015  3 17  7 49  0    0     6.00    -7.32    -5.38    -516.5      0.52     96.16    20.726     586891
2015  3 17  7 50  0    0     6.53    -9.53    -6.21    -521.0      4.57     94.93    19.946     623462
2015  3 17  7 51  0    0     4.38    -7.50   -10.87    -523.5      5.73     83.14    18.849     655173
2015  3 17  7 52  0    0     3.85    -5.89   -12.71    -523.3      5.11     86.72    18.398     679879
2015  3 17  7 53  0    0     5.10    -7.95   -13.38    -528.6      4.72     82.79    18.382     709278
2015  3 17  7 54  0    0     3.98    -7.71   -14.50    -531.8      3.01     73.70    18.269     728648
2015  3 17  7 55  0    0     0.12    -6.57   -14.39    -543.1      4.13     60.77    17.818     727580
2015  3 17  7 56  0    0     0.76    -5.45   -14.26    -539.1     10.14     56.62    17.818     719530
2015  3 17  7 57  0    0     1.72    -4.51   -13.78    -534.2     11.74     52.22    17.534     717174
2015  3 17  7 58  0    0     2.91    -3.69   -13.20    -529.1     11.74     47.36    17.109     716563
2015  3 17  7 59  0    0     4.73    -3.08   -12.79    -524.7     11.74     40.71    16.494     714323
2015  3 17  8  0  0    0     5.97    -2.91   -12.29    -521.6      1.78     34.15    16.231     691065
2015  3 17  8  1  0    0     6.60    -3.04   -12.28    -518.6     -5.80     28.49    16.119     657095
2015  3 17  8  2  0    0     6.79    -3.25   -12.95    -515.1     -4.87     23.74    16.002     619070
2015  3 17  8  3  0    0     6.89    -3.31   -13.98    -511.9      3.14     18.38    15.858     565085
2015  3 17  8  4  0    0     7.79    -4.08   -14.83    -510.9      5.27      6.63    15.574     553325
2015  3 17  8  5  0    0     8.47    -6.32   -14.85    -513.7      4.07     21.45    14.916     538420
2015  3 17  8  6  0    0     0.94    -2.86   -16.21    -550.0      7.11     15.91    17.364     609432
2015  3 17  8  7  0    0     1.62    -2.85   -16.05    -553.0     10.38     11.20    18.124     637034
2015  3 17  8  8  0    0     1.94    -3.48   -16.09    -551.3      9.55      6.31    18.168     637122
2015  3 17  8  9  0    0     2.38    -4.20   -16.14    -549.5      8.27      4.22    18.460     637208
2015  3 17  8 10  0    0     2.89    -5.03   -16.14    -548.1      6.77      1.62    18.713     637294
2015  3 17  8 11  0    0     3.37    -5.94   -16.00    -546.5      2.47     -2.87    18.713     637379
2015  3 17  8 12  0    0     4.11    -6.93   -15.43    -544.8     -2.90     -5.65    18.717     637464
2015  3 17  8 13  0    0     4.82    -7.71   -14.30    -543.1     -3.51     -5.54    18.733     637541
2015  3 17  8 14  0    0     5.30    -8.14   -13.70    -541.5      6.54     -0.53    18.733     637541
2015  3 17  8 15  0    0     7.75   -11.24   -11.65    -541.7     18.33      4.90    17.652     614038
2015  3 17  8 16  0    0     0.94    -4.01   -18.21    -566.6     49.72     21.09    18.377     625506
2015  3 17  8 17  0    0     0.27    -2.96   -18.80    -566.9     56.61     24.70    18.733     632843
2015  3 17  8 18  0    0    -0.76    -1.98   -18.85    -566.0     58.21     25.03    18.935     639627
2015  3 17  8 19  0    0    -1.09    -2.15   -18.34    -563.6     56.08     23.23    19.037     645645
2015  3 17  8 20  0    0    -0.48    -3.09   -17.54    -560.8     53.22     20.92    19.039     651379
2015  3 17  8 21  0    0    -0.63    -3.37   -17.27    -560.7     52.45     19.50    18.906     658237
2015  3 17  8 22  0    0    -2.13    -2.59   -18.28    -564.1     57.25     18.21    18.143     666462
2015  3 17  8 23  0    0    -3.52    -0.50   -19.76    -565.7     64.82     17.45    17.682     673832
2015  3 17  8 24  0    0    -3.75    -0.26   -20.20    -562.3     62.58     16.77    17.721     679127
2015  3 17  8 25  0    0    -3.45    -0.66   -20.33    -558.3     56.27     16.67    17.957     684321
2015  3 17  8 26  0    0    -0.83    -4.46   -20.29    -558.2     48.84     17.17    18.884     691188
2015  3 17  8 27  0    0    -0.97    -4.90   -20.68    -557.3     48.05     17.48    19.056     697877
2015  3 17  8 28  0    0    -3.70    -2.69   -21.20    -558.0     49.20     18.02    18.875     705265
2015  3 17  8 29  0    0    -3.66    -1.06   -21.79    -559.5     50.96     19.88    18.539     713180
2015  3 17  8 30  0    0    -3.56    -1.45   -21.90    -559.8     49.20     19.64    18.586     720502
2015  3 17  8 31  0    0    -3.22    -2.65   -21.65    -559.4     48.37     17.52    18.956     727361
2015  3 17  8 32  0    0    -3.04    -3.10   -21.25    -557.4     45.54     16.59    18.990     733139
2015  3 17  8 33  0    0    -2.77    -4.51   -20.95    -557.6     42.20     16.33    18.975     740146
2015  3 17  8 34  0    0    -1.98    -5.98   -20.33    -560.5     40.62     13.95    18.549     748264
2015  3 17  8 35  0    0    -1.78    -6.69   -19.95    -560.1     40.72     12.49    18.254     755011
2015  3 17  8 36  0    0    -1.05    -7.26   -19.57    -559.0     40.34     11.02    18.251     761394
2015  3 17  8 37  0    0     0.14    -8.56   -18.12    -558.4     44.89     15.01    18.572     767127
2015  3 17  8 38  0    0     0.40    -8.86   -17.72    -558.9     45.12     13.87    19.137     765519
2015  3 17  8 39  0    0     0.34    -9.05   -18.69    -559.4     48.79      9.82    19.809     751845
2015  3 17  8 40  0    0     0.87    -9.47   -18.30    -557.0     36.97      5.75    19.931     738612
2015  3 17  8 41  0    0     1.42    -8.45   -18.45    -557.5     43.29     -0.35    20.112     724900
2015  3 17  8 42  0    0    -0.05    -7.31   -19.29    -568.1     52.88      7.33    20.782     694408
2015  3 17  8 43  0    0    -2.12    -5.48   -19.93    -572.0     62.66      7.58    20.785     673437
2015  3 17  8 44  0    0    -3.64    -5.10   -20.22    -574.3     69.95      7.63    20.238     655976
2015  3 17  8 45  0    0    -4.77    -4.35   -20.47    -576.3     73.65      7.95    20.568     654351
2015  3 17  8 46  0    0    -4.44    -4.66   -20.45    -575.8     72.59      7.63    21.381     654513
2015  3 17  8 47  0    0    -3.40    -5.19   -20.30    -573.0     68.08      8.59    21.368     655261
2015  3 17  8 48  0    0    -2.95    -7.57   -19.38    -568.8     64.55      8.26    21.125     655881
2015  3 17  8 49  0    0    -0.76    -8.66   -18.38    -570.1     62.51      7.47    21.012     676407
2015  3 17  8 50  0    0     0.05    -9.62   -17.47    -570.6     61.67      6.72    21.006     705081
2015  3 17  8 51  0    0     0.35    -8.74   -17.43    -571.2     63.15     11.08    20.543     736078
2015  3 17  8 52  0    0     1.05    -8.90   -18.10    -572.2     61.46     12.92    20.432     738694
2015  3 17  8 53  0    0     1.64    -8.04   -18.24    -572.9     60.85     10.63    20.617     670856
2015  3 17  8 54  0    0     2.41    -9.31   -17.65    -571.9     59.59      8.61    20.977     634784
2015  3 17  8 55  0    0     4.68   -11.38   -15.16    -566.5     58.79     10.05    21.043     617868
2015  3 17  8 56  0    0     6.98   -13.22   -13.15    -562.4     56.39     12.03    20.952     608281
2015  3 17  8 57  0    0     8.71   -14.38   -11.73    -560.8     52.28     13.90    20.707     617194
2015  3 17  8 58  0    0     9.16   -14.95    -9.68    -559.2     50.83     14.25    20.696     647857
2015  3 17  8 59  0    0     9.02   -14.86   -10.06    -559.4     51.31     15.17    21.343     671443
2015  3 17  9  0  0    0     7.76   -13.98   -13.42    -558.7     52.05     20.20    23.046     680932
2015  3 17  9  1  0    0     6.56   -11.94   -14.16    -558.3     51.37     23.06    24.154     681754
2015  3 17  9  2  0    0     6.32   -12.13   -13.42    -557.2     48.02     24.09    24.646     689840
2015  3 17  9  3  0    0     6.84   -11.90   -13.38    -556.4     45.54     23.45    24.745     689840
2015  3 17  9  4  0    0     7.93   -11.88   -12.27    -553.9     45.33     21.95    24.514     670767
2015  3 17  9  5  0    0     9.55   -12.53   -10.56    -549.8     47.17     22.82    24.368     643479
2015  3 17  9  6  0    0    11.00   -13.44    -8.26    -546.6     48.39     24.60    23.904     621395
2015  3 17  9  7  0    0    11.56   -14.30    -5.49    -546.4     47.89     26.84    22.589     614567
2015  3 17  9  8  0    0    11.50   -14.70    -4.22    -546.2     46.91     28.27    21.238     609125
2015  3 17  9  9  0    0    11.58   -14.59    -4.69    -544.1     43.29     29.36    20.805     600837
2015  3 17  9 10  0    0    11.59   -13.02    -6.06    -542.2     42.62     37.72    20.793     594111
2015  3 17  9 11  0    0    12.22   -13.55    -7.74    -541.5     40.70     38.50    21.362     594111
2015  3 17  9 12  0    0    12.42   -13.90    -8.19    -542.3     36.23     39.34    21.931     628992
2015  3 17  9 13  0    0    12.67   -13.87    -7.51    -542.3     34.00     40.09    21.933     651195
2015  3 17  9 14  0    0    12.84   -13.27    -7.08    -541.4     36.11     39.60    21.999     665834
2015  3 17  9 15  0    0    12.68   -13.04    -7.52    -543.9     47.24     40.17    22.059     666159
2015  3 17  9 16  0    0    12.37   -12.67    -6.85    -544.0     48.23     41.43    22.041     663098
2015  3 17  9 17  0    0    11.59   -12.82    -5.31    -542.4     49.33     42.42    21.924     651001
2015  3 17  9 18  0    0    11.49   -13.04    -4.67    -542.2     51.14     44.10    21.730     641926
2015  3 17  9 19  0    0    11.70   -14.46    -4.57    -542.8     49.72     45.64    21.548     632828
2015  3 17  9 20  0    0    12.58   -15.51    -4.21    -543.8     52.10     48.19    21.752     643296
2015  3 17  9 21  0    0    12.78   -15.76    -2.82    -546.8     55.39     49.48    23.616     708195
2015  3 17  9 22  0    0    12.66   -15.41    -2.08    -542.8     57.53     50.42    23.987     704291
2015  3 17  9 23  0    0    12.39   -15.69    -1.78    -543.4     57.40     59.04    23.442     651259
2015  3 17  9 24  0    0    12.27   -16.13    -1.59    -544.8     54.88     60.56    23.418     648486
2015  3 17  9 25  0    0    12.16   -16.26    -1.09    -546.5     53.57     61.80    23.960     647109
2015  3 17  9 26  0    0    12.95   -15.48    -0.59    -546.3     54.82     63.92    24.374     644065
2015  3 17  9 27  0    0    13.20   -14.48    -0.16    -546.5     55.68     68.34    24.448     644065
2015  3 17  9 28  0    0    13.74   -12.45     0.39    -545.7     56.45     69.98    24.444     640159
2015  3 17  9 29  0    0    15.08   -11.85     1.21    -543.3     56.80     73.01    24.457     629470
2015  3 17  9 30  0    0    15.13   -11.10     2.29    -540.9     57.50     75.64    24.565     629470
2015  3 17  9 31  0    0    15.50   -10.45     2.34    -538.9     57.55     75.51    24.794     657199
2015  3 17  9 32  0    0    15.47   -10.42     2.03    -538.3     57.24     75.31    24.926     673188
2015  3 17  9 33  0    0    13.96   -12.18     0.53    -540.4     56.14     75.44    24.951     676100
2015  3 17  9 34  0    0    13.30   -16.05     0.17    -540.7     55.60     75.22    24.769     629889
2015  3 17  9 35  0    0    13.10   -16.40     0.35    -541.7     56.48     73.71    23.783     588169
2015  3 17  9 36  0    0    14.00   -16.33     1.36    -539.9     58.94     71.80    22.951     588169
2015  3 17  9 37  0    0    14.64   -16.07     1.75    -540.1     62.00     70.13    22.564     593757
2015  3 17  9 38  0    0    15.28   -15.88     2.02    -538.6     65.25     68.64    22.528     607124
2015  3 17  9 39  0    0    15.37   -15.88     3.01    -542.5     66.07     68.62    22.407     610690
2015  3 17  9 40  0    0    15.36   -15.55     3.26    -545.6     62.80     62.77    22.344     610372
2015  3 17  9 41  0    0    15.52   -15.42     2.36    -546.6     60.40     59.99    22.235     609481
2015  3 17  9 42  0    0    15.33   -15.62     1.64    -547.9     58.03     63.67    21.937     609481
2015  3 17  9 43  0    0    14.57   -15.64     1.32    -550.9     57.45     68.36    22.017     611827
2015  3 17  9 44  0    0    14.01   -15.56     0.99    -552.7     57.76     64.54    22.511     613336
2015  3 17  9 45  0    0    14.17   -15.12    -0.06    -550.4     57.99     60.93    22.950     613336
2015  3 17  9 46  0    0    14.56   -14.85    -1.24    -547.6     57.71     60.31    23.625     622429
2015  3 17  9 47  0    0    14.92   -14.89    -2.08    -545.7     57.27     62.62    24.519     638922
2015  3 17  9 48  0    0    15.04   -14.79    -2.10    -544.8     57.58     65.41    25.066     647536
2015  3 17  9 49  0    0    15.04   -14.39    -1.08    -544.5     58.62     66.91    25.137     657522
