Produced from MIDL 1D BATSRUS MHD at x=32.00 Re (nT, km/s, cm^-3, K)

#COORDINATES
GSM

year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 10 10  7  0   0     -1.06     -1.39     -3.01   -417.14      9.21    -13.32    4.3304    81933.2
2024  5 10 10  8  0   0     -1.16     -1.36     -3.07   -416.90      8.41    -13.19    4.3113    83862.3
2024  5 10 10  9  0   0     -1.24     -1.39     -3.12   -416.87      8.63    -13.31    4.3491    86034.9
2024  5 10 10 10  0   0     -1.27     -1.36     -3.11   -416.08      8.82    -13.83    4.3468    87457.9
2024  5 10 10 11  0   0     -1.29     -1.28     -3.07   -415.05      8.47    -13.88    4.2769    86870.6
2024  5 10 10 12  0   0     -1.30     -1.27     -3.12   -415.68      8.30    -13.15    4.3412    86373.0
2024  5 10 10 13  0   0     -1.31     -1.27     -3.25   -417.40      8.48    -11.70    4.4454    85719.4
2024  5 10 10 14  0   0     -1.34     -1.23     -3.31   -418.29      9.18    -11.55    4.4216    85865.6
2024  5 10 10 15  0   0     -1.43     -1.30     -3.24   -418.91     10.37    -13.16    4.4152    87775.4
2024  5 10 10 16  0   0     -1.58     -1.53     -3.10   -419.27     13.36    -15.27    4.4131    88185.5
2024  5 10 10 17  0   0     -1.51     -1.60     -3.02   -419.38     16.54    -16.30    4.5275    88384.1
2024  5 10 10 18  0   0     -1.22     -1.62     -2.96   -420.16     19.16    -16.66    4.7313    88938.2
2024  5 10 10 19  0   0     -1.09     -1.95     -2.87   -421.30     18.31    -15.75    4.6696    86812.6
2024  5 10 10 20  0   0     -1.12     -2.22     -2.85   -422.13     15.26    -13.30    4.3443    85480.0
2024  5 10 10 21  0   0     -1.14     -2.19     -2.92   -421.68     14.02    -12.20    4.1368    88376.6
2024  5 10 10 22  0   0     -1.16     -2.14     -2.92   -421.04     13.73    -11.35    4.1750    92630.6
2024  5 10 10 23  0   0     -1.18     -2.13     -2.85   -421.30     13.20    -10.62    4.2874    95910.5
2024  5 10 10 24  0   0     -1.15     -2.08     -2.86   -422.88     13.00    -10.32    4.2771    98029.2
2024  5 10 10 25  0   0     -0.99     -1.96     -2.97   -424.71     13.21    -10.81    4.2468   100761.2
2024  5 10 10 26  0   0     -0.83     -1.95     -2.99   -425.58     13.46    -11.54    4.2760   103519.9
2024  5 10 10 27  0   0     -0.78     -2.07     -2.84   -425.29     13.89    -11.77    4.3094   107914.6
2024  5 10 10 28  0   0     -0.82     -2.10     -2.66   -423.51     14.84    -11.77    4.2239   111172.3
2024  5 10 10 29  0   0     -0.84     -2.17     -2.52   -421.78     16.25    -11.57    4.0994   113593.5
2024  5 10 10 30  0   0     -0.83     -2.27     -2.50   -421.08     17.52    -11.30    4.0440   115895.7
2024  5 10 10 31  0   0     -0.81     -2.43     -2.51   -420.48     18.79    -10.66    4.0585   119545.1
2024  5 10 10 32  0   0     -0.80     -2.57     -2.53   -419.80     19.68     -9.68    4.0922   123143.9
2024  5 10 10 33  0   0     -0.92     -2.34     -2.77   -419.30     16.85     -7.63    4.1492   125671.2
2024  5 10 10 34  0   0     -1.04     -2.04     -2.92   -418.80     13.45     -7.25    4.2475   123789.3
2024  5 10 10 35  0   0     -1.12     -1.91     -2.94   -417.69     11.84     -8.76    4.2742   115547.6
2024  5 10 10 36  0   0     -1.00     -1.71     -2.92   -416.48     12.69    -10.94    4.2376   105916.8
2024  5 10 10 37  0   0     -0.75     -1.49     -2.92   -415.50     14.52    -12.00    4.2231    98043.1
2024  5 10 10 38  0   0     -0.64     -1.41     -3.00   -415.72     15.63    -11.53    4.2623    96254.9
2024  5 10 10 39  0   0     -0.61     -1.45     -3.07   -416.30     15.99    -10.08    4.3293    97474.8
2024  5 10 10 40  0   0     -0.63     -1.59     -3.08   -416.16     15.92     -8.46    4.2367    99751.3
2024  5 10 10 41  0   0     -0.70     -1.66     -3.15   -415.93     15.79     -8.08    4.0821   101685.4
2024  5 10 10 42  0   0     -0.74     -1.62     -3.15   -417.84     15.66     -8.53    3.9781   100390.4
2024  5 10 10 43  0   0     -0.74     -1.49     -3.05   -421.29     14.81     -9.01    3.9109    99976.5
2024  5 10 10 44  0   0     -0.78     -1.39     -2.82   -422.25     11.99    -10.44    4.1091   106884.6
2024  5 10 10 45  0   0     -0.96     -1.43     -2.54   -421.41     10.89     -9.75    4.2346   112352.0
2024  5 10 10 46  0   0     -0.94     -1.43     -2.38   -421.40     11.98    -10.00    4.3846   115268.4
2024  5 10 10 47  0   0     -0.79     -1.46     -2.35   -422.89     12.80    -10.68    4.5735   116830.0
2024  5 10 10 48  0   0     -0.77     -1.54     -2.48   -424.06     13.77    -10.18    4.5007   113725.7
2024  5 10 10 49  0   0     -0.77     -1.60     -2.57   -423.53     14.48    -10.37    4.5697   113372.5
2024  5 10 10 50  0   0     -0.82     -1.58     -2.56   -421.40     14.74     -9.51    4.7728   113147.3
2024  5 10 10 51  0   0     -0.93     -1.59     -2.65   -419.18     15.00     -8.79    4.7809   109412.5
2024  5 10 10 52  0   0     -1.01     -1.63     -2.75   -417.95     15.45     -8.84    4.5699   106682.4
2024  5 10 10 53  0   0     -1.15     -1.81     -2.76   -417.72     17.33    -10.00    4.2481   105490.9
2024  5 10 10 54  0   0     -1.30     -1.92     -2.75   -418.72     17.91    -11.02    4.0037   107486.1
2024  5 10 10 55  0   0     -1.36     -1.92     -2.74   -419.79     17.20    -12.06    3.9292   108840.1
2024  5 10 10 56  0   0     -1.44     -2.09     -2.62   -420.63     17.26    -13.76    3.8819   111312.3
2024  5 10 10 57  0   0     -1.51     -2.23     -2.46   -421.12     16.97    -13.47    3.8380   112836.9
2024  5 10 10 58  0   0     -1.34     -2.28     -2.58   -422.83     16.82    -10.88    3.9579   116280.5
2024  5 10 10 59  0   0     -1.17     -2.18     -2.75   -422.39     16.52     -7.28    3.9067   119251.2
2024  5 10 11  0  0   0     -1.18     -2.18     -2.85   -421.13     15.51     -5.33    3.7709   118829.4
2024  5 10 11  1  0   0     -1.45     -2.24     -3.06   -421.52     16.39     -7.51    3.6361   122271.8
2024  5 10 11  2  0   0     -1.70     -2.19     -3.19   -421.51     17.61     -9.25    3.4444   128755.2
2024  5 10 11  3  0   0     -1.86     -2.00     -3.23   -421.57     17.30     -9.43    3.4543   137130.0
2024  5 10 11  4  0   0     -1.96     -1.92     -3.10   -421.13     17.18     -8.46    3.6472   140582.2
2024  5 10 11  5  0   0     -1.98     -1.98     -2.89   -421.11     18.03     -7.24    3.8426   134052.4
2024  5 10 11  6  0   0     -1.88     -1.84     -2.96   -421.24     17.72     -4.93    4.0021   123156.5
2024  5 10 11  7  0   0     -1.85     -1.68     -3.31   -420.45     17.02     -5.45    3.8974   114522.8
2024  5 10 11  8  0   0     -1.79     -1.77     -3.50   -419.19     18.26     -7.05    3.7736   108571.8
2024  5 10 11  9  0   0     -1.70     -2.04     -3.53   -417.90     19.26     -7.37    3.8974   106487.3
2024  5 10 11 10  0   0     -1.61     -2.30     -3.55   -417.06     18.81     -7.72    3.9724   106038.8
2024  5 10 11 11  0   0     -1.51     -2.51     -3.67   -415.91     17.42     -7.82    3.8837   104994.6
2024  5 10 11 12  0   0     -1.52     -2.63     -3.78   -414.99     15.77     -7.01    3.8448   104673.6
2024  5 10 11 13  0   0     -1.64     -2.70     -3.72   -413.70     17.39     -7.80    3.9476   105703.3
2024  5 10 11 14  0   0     -1.73     -2.82     -3.51   -412.95     19.86     -9.42    3.9767   105011.2
2024  5 10 11 15  0   0     -1.87     -2.39     -3.01   -421.10     20.54     -6.98    3.5232    95430.8
2024  5 10 11 16  0   0     -2.04     -2.23     -2.98   -421.31     18.73     -6.28    3.4817    96960.7
2024  5 10 11 17  0   0     -2.04     -2.17     -2.94   -420.26     18.08     -7.03    3.4144    96719.2
2024  5 10 11 18  0   0     -1.91     -2.13     -2.81   -419.96     18.15     -9.04    3.2065    94682.7
2024  5 10 11 19  0   0     -1.78     -2.08     -2.73   -420.47     17.34    -10.47    3.0643    93985.3
2024  5 10 11 20  0   0     -1.83     -2.14     -2.82   -421.62     15.64    -10.49    3.0364    93767.7
2024  5 10 11 21  0   0     -2.00     -2.38     -3.04   -423.28     14.77     -9.40    3.0709    94483.1
2024  5 10 11 22  0   0     -2.09     -2.51     -3.25   -424.59     14.07     -7.89    3.1761    96899.4
2024  5 10 11 23  0   0     -2.10     -2.43     -3.35   -424.37     13.79     -6.86    3.2159    97614.3
2024  5 10 11 24  0   0     -2.07     -2.29     -3.38   -423.79     14.27     -5.94    3.2297    97443.0
2024  5 10 11 25  0   0     -2.07     -2.24     -3.40   -423.11     15.56     -5.28    3.2635    98268.3
2024  5 10 11 26  0   0     -2.13     -2.37     -3.46   -424.39     16.62     -4.89    3.3747   102216.4
2024  5 10 11 27  0   0     -2.04     -2.51     -3.41   -425.98     17.31     -4.61    3.4611   105875.1
2024  5 10 11 28  0   0     -1.89     -2.58     -3.23   -428.02     17.90     -5.02    3.5127   107143.2
2024  5 10 11 29  0   0     -1.92     -2.57     -3.09   -429.83     17.77     -5.61    3.6719   106630.6
2024  5 10 11 30  0   0     -2.07     -2.58     -3.05   -430.06     17.95     -6.21    3.7024   105084.4
2024  5 10 11 31  0   0     -2.20     -2.70     -3.07   -429.76     19.00     -6.60    3.5254   102152.1
2024  5 10 11 32  0   0     -2.14     -2.79     -3.10   -428.89     20.00     -7.31    3.3946   100485.7
2024  5 10 11 33  0   0     -2.00     -2.85     -3.16   -427.88     20.31     -8.25    3.4048   101399.1
2024  5 10 11 34  0   0     -1.92     -2.90     -3.24   -426.43     19.19     -8.22    3.4289   102710.8
2024  5 10 11 35  0   0     -1.86     -2.88     -3.32   -424.85     18.33     -8.22    3.4152   103333.0
2024  5 10 11 36  0   0     -1.83     -2.85     -3.40   -423.20     17.71     -8.61    3.3512   103037.4
2024  5 10 11 37  0   0     -1.84     -2.73     -3.43   -422.01     17.06     -8.80    3.1667   100122.3
2024  5 10 11 38  0   0     -1.85     -2.49     -3.27   -422.62     17.62     -8.46    2.8853    95894.1
2024  5 10 11 39  0   0     -1.90     -2.28     -2.99   -422.65     18.31     -9.08    2.6722    96751.6
2024  5 10 11 40  0   0     -1.93     -2.15     -2.79   -421.87     18.73     -9.88    2.5789    94841.7
2024  5 10 11 41  0   0     -1.96     -2.08     -2.70   -422.69     18.74    -10.28    2.5039    90602.9
2024  5 10 11 42  0   0     -1.92     -2.14     -2.77   -424.04     18.75     -9.11    2.4670    90360.0
2024  5 10 11 43  0   0     -1.80     -2.17     -2.69   -423.40     18.19     -6.47    2.3912    91120.2
2024  5 10 11 44  0   0     -1.72     -2.18     -2.54   -422.43     18.71     -4.63    2.2426    92257.0
2024  5 10 11 45  0   0     -1.70     -2.17     -2.50   -421.94     20.33     -4.68    2.1780    90984.7
2024  5 10 11 46  0   0     -1.68     -2.18     -2.49   -422.28     20.69     -5.89    2.2073    88356.5
2024  5 10 11 47  0   0     -1.64     -2.20     -2.47   -423.06     19.44     -6.43    2.1589    93598.8
2024  5 10 11 48  0   0     -1.65     -2.19     -2.48   -422.93     18.73     -5.14    2.1075   101174.1
2024  5 10 11 49  0   0     -1.70     -2.16     -2.44   -422.29     18.83     -3.71    2.2323   102084.9
2024  5 10 11 50  0   0     -1.72     -2.12     -2.31   -421.12     18.78     -2.56    2.4930   101532.5
2024  5 10 11 51  0   0     -1.65     -2.02     -2.36   -420.46     15.55     -0.01    2.6644   102562.9
2024  5 10 11 52  0   0     -1.57     -1.79     -2.56   -421.57      8.26      2.80    2.7660   104739.1
2024  5 10 11 53  0   0     -1.66     -1.70     -2.56   -422.58      5.86      2.90    2.8330   106806.1
2024  5 10 11 54  0   0     -1.94     -1.54     -2.54   -423.15      5.51      1.08    2.9308   109143.1
2024  5 10 11 55  0   0     -2.13     -1.35     -2.58   -422.93      4.59     -1.38    3.0820   112244.8
2024  5 10 11 56  0   0     -2.24     -1.25     -2.67   -421.63      4.42     -3.54    3.2583   116076.9
2024  5 10 11 57  0   0     -2.30     -1.32     -2.79   -419.90      5.55     -4.44    3.3899   119903.0
2024  5 10 11 58  0   0     -2.31     -1.46     -2.94   -417.14      7.34     -5.07    3.4830   125909.2
2024  5 10 11 59  0   0     -2.31     -1.48     -3.06   -414.29      8.83     -6.48    3.5878   131322.8
2024  5 10 12  0  0   0     -2.33     -1.36     -3.10   -412.70     10.37     -7.33    3.6329   134115.4
2024  5 10 12  1  0   0     -2.33     -1.12     -2.98   -412.89     12.83     -6.99    3.4289   132839.1
2024  5 10 12  2  0   0     -2.33     -0.96     -2.92   -412.77     14.37     -5.60    3.2175   131658.0
2024  5 10 12  3  0   0     -2.35     -1.17     -2.99   -413.61     17.05     -5.18    3.2468   135859.6
2024  5 10 12  4  0   0     -2.35     -1.40     -2.99   -414.37     17.63     -5.84    3.2366   139259.6
2024  5 10 12  5  0   0     -2.17     -1.56     -2.99   -414.84     17.45     -6.88    3.1934   142680.1
2024  5 10 12  6  0   0     -1.88     -1.66     -2.86   -414.38     18.50     -9.02    3.1982   146955.9
2024  5 10 12  7  0   0     -1.97     -1.67     -2.75   -413.77     18.02     -8.43    3.1436   147337.3
2024  5 10 12  8  0   0     -2.29     -1.74     -2.65   -413.39     17.67     -5.74    2.9754   143356.9
2024  5 10 12  9  0   0     -2.47     -1.85     -2.53   -412.67     18.33     -5.83    2.8335   143751.1
2024  5 10 12 10  0   0     -2.32     -1.87     -2.59   -411.94     16.30     -4.25    2.6896   147280.8
2024  5 10 12 11  0   0     -2.08     -1.70     -2.75   -411.78     11.17     -0.42    2.6724   149806.1
2024  5 10 12 12  0   0     -2.02     -1.34     -2.92   -412.06      5.40      2.66    2.7927   153038.5
2024  5 10 12 13  0   0     -2.12     -1.28     -2.96   -412.49      2.22      2.94    2.8995   152123.5
2024  5 10 12 14  0   0     -2.23     -1.31     -3.00   -412.59      1.29      1.91    2.8961   147829.0
2024  5 10 12 15  0   0     -2.42     -1.26     -3.01   -412.66      3.16     -0.20    2.9077   143739.9
2024  5 10 12 16  0   0     -2.66     -1.28     -2.99   -413.02      5.51     -0.68    2.8964   146379.8
2024  5 10 12 17  0   0     -2.75     -1.45     -2.98   -413.50      6.35      0.82    2.7906   155700.7
2024  5 10 12 18  0   0     -2.79     -1.62     -3.03   -415.17      6.17      2.69    2.7574   161520.8
2024  5 10 12 19  0   0     -2.80     -1.67     -3.01   -416.81      6.30      3.49    2.7665   161584.9
2024  5 10 12 20  0   0     -2.70     -1.51     -3.01   -415.88      7.24      1.57    2.7177   158435.1
2024  5 10 12 21  0   0     -2.57     -1.33     -3.09   -413.91      8.24     -0.63    2.6781   156780.9
2024  5 10 12 22  0   0     -2.53     -1.29     -3.08   -412.27      8.88     -1.42    2.6689   156545.6
2024  5 10 12 23  0   0     -2.52     -1.36     -3.01   -410.60      9.80     -2.25    2.6461   155467.9
2024  5 10 12 24  0   0     -2.52     -1.47     -2.93   -409.47     10.49     -3.94    2.6864   156020.1
2024  5 10 12 25  0   0     -2.48     -1.58     -2.88   -408.60     10.64     -5.15    2.7070   157913.4
2024  5 10 12 26  0   0     -2.44     -1.69     -2.81   -407.75     10.45     -5.26    2.6924   158141.9
2024  5 10 12 27  0   0     -2.36     -1.78     -2.76   -407.18     10.07     -5.01    2.7741   155905.4
2024  5 10 12 28  0   0     -2.28     -1.74     -2.82   -408.37     10.24     -5.42    2.8987   157893.4
2024  5 10 12 29  0   0     -2.21     -1.61     -2.82   -409.01     10.59     -6.08    2.9656   161372.5
2024  5 10 12 30  0   0     -2.11     -1.42     -2.73   -407.38      9.70     -5.12    3.0260   161065.7
2024  5 10 12 31  0   0     -2.01     -1.27     -2.73   -405.33      9.02     -5.10    3.0726   154356.0
2024  5 10 12 32  0   0     -2.01     -1.31     -2.70   -404.02     10.36     -7.50    3.0838   149006.5
2024  5 10 12 33  0   0     -2.12     -1.44     -2.63   -402.85     10.60    -10.08    3.0186   144376.8
2024  5 10 12 34  0   0     -2.27     -1.40     -2.69   -402.55      5.39     -9.52    2.9371   139241.5
2024  5 10 12 35  0   0     -2.28     -1.34     -2.66   -404.04      0.19     -8.01    2.9579   139791.9
2024  5 10 12 36  0   0     -2.11     -1.22     -2.44   -406.25     -4.85     -7.68    2.9919   146788.3
2024  5 10 12 37  0   0     -2.09     -1.07     -2.34   -406.95     -7.50     -9.04    2.9658   155328.7
2024  5 10 12 38  0   0     -2.36     -1.10     -2.41   -407.16     -5.71    -10.76    2.9363   159515.6
2024  5 10 12 39  0   0     -2.62     -1.23     -2.43   -406.94     -3.47    -12.20    3.0023   161452.5
2024  5 10 12 40  0   0     -2.76     -1.27     -2.44   -405.27     -4.24    -11.48    2.9847   164060.5
2024  5 10 12 41  0   0     -2.85     -1.33     -2.43   -402.76     -5.82     -9.87    2.9025   169018.4
2024  5 10 12 42  0   0     -2.83     -1.43     -2.43   -401.50     -5.07     -9.69    2.9141   169407.3
2024  5 10 12 43  0   0     -2.77     -1.43     -2.49   -400.86     -1.58    -11.13    3.0549   164753.5
2024  5 10 12 44  0   0     -2.75     -1.24     -2.51   -400.84      1.25    -12.36    3.2671   158070.7
2024  5 10 12 45  0   0     -2.85     -1.13     -2.45   -401.85      2.02    -12.93    3.2945   155011.1
2024  5 10 12 46  0   0     -3.03     -1.09     -2.46   -402.68      3.71    -12.96    3.2752   157746.9
2024  5 10 12 47  0   0     -3.12     -1.02     -2.57   -402.26      4.70    -12.47    3.2041   165002.9
2024  5 10 12 48  0   0     -3.16     -1.14     -2.55   -402.27      6.55    -13.57    3.0227   171722.6
2024  5 10 12 49  0   0     -3.16     -1.12     -2.41   -403.37      6.81    -13.17    2.8799   168040.4
2024  5 10 12 50  0   0     -3.14     -0.92     -2.34   -404.98      6.03    -11.27    2.7714   164941.9
2024  5 10 12 51  0   0     -3.11     -0.80     -2.37   -407.37      6.48     -9.39    2.7461   166872.3
2024  5 10 12 52  0   0     -3.10     -0.75     -2.42   -408.47      6.74     -9.80    2.8462   172337.2
2024  5 10 12 53  0   0     -3.07     -0.66     -2.38   -408.64      6.45    -11.60    2.9630   176068.8
2024  5 10 12 54  0   0     -3.02     -0.63     -2.26   -409.19      5.81    -13.58    3.0030   173514.0
2024  5 10 12 55  0   0     -3.01     -0.66     -2.27   -409.62      5.76    -14.86    2.9783   169210.4
2024  5 10 12 56  0   0     -3.01     -0.63     -2.43   -409.28      5.16    -14.89    2.9267   166554.7
2024  5 10 12 57  0   0     -2.97     -0.49     -2.62   -410.27      3.89    -14.62    2.9533   166986.9
2024  5 10 12 58  0   0     -2.93     -0.48     -2.62   -411.45      4.23    -13.70    3.0635   163292.5
2024  5 10 12 59  0   0     -2.89     -0.76     -2.47   -411.54      4.55    -11.54    3.2187   160836.5
2024  5 10 13  0  0   0     -2.88     -0.89     -2.43   -411.77      5.13    -12.26    3.3486   164316.1
2024  5 10 13  1  0   0     -2.99     -0.59     -2.51   -412.03      2.03    -14.21    3.2810   168897.3
2024  5 10 13  2  0   0     -3.04     -0.55     -2.41   -411.01      1.52    -15.18    3.1926   173281.8
2024  5 10 13  3  0   0     -2.99     -0.58     -2.27   -408.64      1.23    -15.21    3.1415   178223.4
2024  5 10 13  4  0   0     -2.98     -0.55     -2.22   -406.96      1.02    -15.06    2.9993   183331.3
2024  5 10 13  5  0   0     -3.01     -0.41     -2.16   -406.92      0.20    -15.52    2.8556   182796.5
2024  5 10 13  6  0   0     -3.01     -0.11     -2.07   -407.37     -3.25    -16.94    2.8649   175831.0
2024  5 10 13  7  0   0     -3.00     -0.03     -2.11   -409.03     -5.15    -17.41    3.1622   169131.5
2024  5 10 13  8  0   0     -3.07     -0.16     -2.22   -410.20     -2.49    -16.34    3.5044   163452.4
2024  5 10 13  9  0   0     -3.16     -0.05     -2.11   -410.04     -0.90    -16.93    3.6265   159647.6
2024  5 10 13 10  0   0     -3.24     -0.09     -2.06   -409.82     -0.77    -20.52    3.5480   150567.9
2024  5 10 13 11  0   0     -3.29     -0.19     -2.06   -409.37      3.22    -22.79    3.4047   144964.2
2024  5 10 13 12  0   0     -3.25     -0.27     -2.00   -409.35      5.14    -22.67    3.3084   145104.2
2024  5 10 13 13  0   0     -3.12     -0.40     -2.00   -410.37      4.72    -22.08    3.3059   146132.4
2024  5 10 13 14  0   0     -3.19     -0.43     -2.02   -411.33      6.11    -19.98    3.3336   148520.1
2024  5 10 13 15  0   0     -2.93     -0.27     -2.01   -412.45      4.75    -17.38    3.4903   150900.1
2024  5 10 13 16  0   0     -2.04     -0.07     -2.07   -413.67      3.42    -15.86    3.8616   149257.5
2024  5 10 13 17  0   0     -2.09     -0.31     -2.00   -413.10      6.13    -11.69    4.1070   148416.0
2024  5 10 13 18  0   0     -2.54     -0.30     -2.01   -412.07      6.41     -7.81    3.9706   148839.5
2024  5 10 13 19  0   0     -2.68     -0.29     -2.01   -411.47      3.11     -6.38    3.6342   148421.0
2024  5 10 13 20  0   0     -2.76     -0.31     -1.76   -411.13      0.11     -6.72    3.5309   147634.4
2024  5 10 13 21  0   0     -2.81     -0.20     -1.44   -411.56     -1.25     -7.64    3.5124   143124.6
2024  5 10 13 22  0   0     -2.93     -0.25     -1.32   -412.57     -2.38     -8.77    3.5043   134448.8
2024  5 10 13 23  0   0     -3.00     -0.26     -1.26   -412.53     -2.40     -9.28    3.4911   131849.2
2024  5 10 13 24  0   0     -2.95     -0.11     -1.22   -411.37     -1.31     -9.13    3.4989   136831.5
2024  5 10 13 25  0   0     -2.88      0.11     -1.28   -410.18      0.50     -8.90    3.5725   143600.0
2024  5 10 13 26  0   0     -2.89      0.08     -1.52   -409.66      0.56    -10.54    3.6485   144071.3
2024  5 10 13 27  0   0     -3.04     -0.14     -1.78   -409.42     -2.47    -12.51    3.7266   142449.5
2024  5 10 13 28  0   0     -3.21     -0.14     -1.84   -409.16     -4.57    -12.40    3.9183   142720.0
2024  5 10 13 29  0   0     -3.26     -0.03     -1.85   -409.24     -4.73    -11.97    4.0464   142299.9
2024  5 10 13 30  0   0     -3.26      0.11     -1.94   -409.24     -4.08    -11.50    4.1215   143442.3
2024  5 10 13 31  0   0     -3.23      0.27     -2.00   -410.35     -2.91    -11.08    4.3008   148354.1
2024  5 10 13 32  0   0     -3.12      0.08     -2.02   -412.59     -1.14    -10.81    4.5798   155509.8
2024  5 10 13 33  0   0     -2.97     -0.40     -2.16   -415.18     -0.07    -10.16    4.8759   162768.1
2024  5 10 13 34  0   0     -3.00     -0.49     -2.32   -416.40     -0.58     -8.96    4.9981   166621.6
2024  5 10 13 35  0   0     -3.12     -0.39     -2.48   -415.24     -1.49     -7.36    4.9147   165927.7
2024  5 10 13 36  0   0     -3.13     -0.31     -2.79   -415.09     -1.35     -4.01    4.9324   166981.3
2024  5 10 13 37  0   0     -3.08     -0.36     -2.98   -415.14      2.40     -2.34    4.9604   167960.4
2024  5 10 13 38  0   0     -3.07     -0.58     -2.57   -414.28      8.26     -5.99    5.1274   172506.8
2024  5 10 13 39  0   0     -3.06     -0.61     -2.23   -412.69     11.35     -6.67    5.2049   174887.9
2024  5 10 13 40  0   0     -3.07     -0.72     -2.30   -411.72      9.42     -4.18    4.9419   169598.8
2024  5 10 13 41  0   0     -3.08     -0.96     -2.64   -413.54      5.71     -1.93    4.8173   167176.1
2024  5 10 13 42  0   0     -3.04     -1.18     -2.64   -415.35      6.47     -2.38    5.0290   171092.8
2024  5 10 13 43  0   0     -2.94     -1.38     -2.06   -415.70      7.92     -4.39    4.9540   171075.5
2024  5 10 13 44  0   0     -3.05     -1.38     -1.57   -415.46      6.89     -5.51    4.4986   167090.0
2024  5 10 13 45  0   0     -3.18     -1.58     -1.25   -414.63      9.42     -7.10    4.4903   163869.2
2024  5 10 13 46  0   0     -3.21     -1.52     -0.93   -416.54     10.45    -10.91    4.3993   180167.4
2024  5 10 13 47  0   0     -3.17     -1.54     -1.32   -418.42     12.04     -9.55    3.6302   206595.6
2024  5 10 13 48  0   0     -3.13     -1.58     -1.64   -420.03     12.14     -6.50    3.2578   215305.9
2024  5 10 13 49  0   0     -3.11     -1.35     -1.65   -422.73     10.25     -3.69    3.2354   220766.7
2024  5 10 13 50  0   0     -3.08     -1.01     -1.57   -425.49      8.42     -2.22    3.5215   219968.2
2024  5 10 13 51  0   0     -2.99     -0.47     -1.56   -426.92      8.77     -2.53    4.1430   197534.6
2024  5 10 13 52  0   0     -2.85      0.02     -1.84   -433.93     11.24      0.38    4.7818   191437.4
2024  5 10 13 53  0   0     -2.78      0.31     -2.20   -436.60     11.04      4.96    5.0375   199463.0
2024  5 10 13 54  0   0     -2.80      0.15     -2.49   -438.15     11.24      3.80    5.1582   209198.7
2024  5 10 13 55  0   0     -2.83      0.09     -3.05   -438.99     11.57      4.85    5.5172   215531.5
2024  5 10 13 56  0   0     -2.86      0.17     -3.38   -438.52     12.60      6.46    6.3217   212355.1
2024  5 10 13 57  0   0     -2.93      0.22     -3.22   -435.40     12.32      5.28    6.9356   210904.5
2024  5 10 13 58  0   0     -2.82     -0.14     -3.20   -435.23     10.59      1.23    6.6639   198030.7
2024  5 10 13 59  0   0     -2.74     -0.38     -2.98   -440.14      8.70     -1.67    5.9195   176469.1
2024  5 10 14  0  0   0     -2.99     -0.65     -3.24   -440.81      7.47     -3.75    5.9939   169241.2
2024  5 10 14  1  0   0     -3.01     -1.01     -3.27   -441.63      8.77     -3.19    6.2745   165712.8
2024  5 10 14  2  0   0     -2.83     -1.50     -2.93   -441.11      8.86     -3.86    6.3363   167007.2
2024  5 10 14  3  0   0     -2.87     -1.77     -2.84   -441.94      7.91     -4.54    5.9399   173734.7
2024  5 10 14  4  0   0     -2.92     -1.73     -2.89   -444.89      7.21     -5.54    5.5879   175719.6
2024  5 10 14  5  0   0     -3.05     -1.38     -2.95   -443.92      6.35     -5.73    5.7352   176597.2
2024  5 10 14  6  0   0     -3.24     -1.05     -2.97   -444.76      6.95     -3.15    5.5893   177245.6
2024  5 10 14  7  0   0     -3.32     -0.93     -2.80   -447.00      7.83     -1.99    5.0132   173545.8
2024  5 10 14  8  0   0     -3.35     -0.79     -2.58   -446.98      4.89     -1.35    4.6673   167075.7
2024  5 10 14  9  0   0     -3.35     -0.62     -2.57   -448.84      1.65     -0.49    4.9135   169167.2
2024  5 10 14 10  0   0     -3.26     -0.62     -2.89   -448.55      1.75      0.25    5.0470   170467.2
2024  5 10 14 11  0   0     -3.14     -0.81     -3.18   -446.84      6.18     -1.68    5.1028   168196.5
2024  5 10 14 12  0   0     -3.07     -0.98     -3.12   -444.42      9.96     -4.34    5.3975   169124.9
2024  5 10 14 13  0   0     -2.95     -0.95     -3.20   -441.93      9.61     -7.13    5.5493   164798.5
2024  5 10 14 14  0   0     -3.04     -0.61     -3.30   -439.98      9.42     -8.04    5.5283   164080.9
2024  5 10 14 15  0   0     -3.21     -0.35     -3.22   -441.70      9.10     -5.84    5.6318   176715.7
2024  5 10 14 16  0   0     -3.26      0.23     -2.97   -443.54      5.91     -4.84    5.8196   184150.0
2024  5 10 14 17  0   0     -3.27      0.19     -2.76   -443.50      6.11     -1.97    5.9535   184696.8
2024  5 10 14 18  0   0     -3.28     -0.04     -2.68   -442.24      7.49      1.05    6.1837   183558.4
2024  5 10 14 19  0   0     -3.17     -0.06     -2.63   -440.58      8.78      1.98    6.2059   181446.9
2024  5 10 14 20  0   0     -3.00      0.14     -2.77   -441.14      9.39      0.16    6.0443   176084.8
2024  5 10 14 21  0   0     -2.54      0.34     -2.98   -441.11      9.89     -0.88    6.0647   171013.0
2024  5 10 14 22  0   0     -2.46      0.54     -2.61   -440.02     11.33      0.18    6.3194   174747.4
2024  5 10 14 23  0   0     -2.51      0.66     -2.31   -440.26     11.01     -3.68    6.2981   177935.3
