Produced from MIDL 1D BATSRUS MHD at x=32.00 Re (nT, km/s, cm^-3, K)

#COORDINATES
GSM

year  mo  dy  hr  mn  sc msc Bx By Bz Ux Uy Uz rho T
#START
2024  5 11 21 53  0   0     -9.93      1.38     11.25   -885.04     -8.30     22.79    8.7095   207184.9
2024  5 11 21 54  0   0     -9.64      1.69     10.60   -888.18     -7.16     21.16    8.9734   209976.0
2024  5 11 21 55  0   0     -9.63      1.63     10.66   -891.14     -5.45     21.19    9.1561   209894.7
2024  5 11 21 56  0   0     -9.80      1.35     10.90   -892.84     -5.37     22.16    9.2323   208561.3
2024  5 11 21 57  0   0     -9.80      0.94     11.22   -891.45     -9.70     21.69    9.1295   207582.4
2024  5 11 21 58  0   0     -9.34      0.95     11.60   -891.07    -10.18     21.87    8.8691   223370.1
2024  5 11 21 59  0   0     -8.92      1.12     11.79   -891.38     -9.27     23.73    8.5701   221005.1
2024  5 11 22  0  0   0     -8.75      1.10     11.66   -893.21     -4.64     24.44    8.7440   221595.9
2024  5 11 22  1  0   0     -8.60      1.13     11.52   -892.76     -2.56     23.03    9.2458   213308.0
2024  5 11 22  2  0   0     -8.62      1.33     11.23   -891.18     -1.71     21.21    9.4127   216640.8
2024  5 11 22  3  0   0     -8.66      1.17     11.02   -888.55      0.31     20.83    9.0574   216073.2
2024  5 11 22  4  0   0     -8.46      1.09     11.07   -886.96      2.90     20.56    8.5532   215483.7
2024  5 11 22  5  0   0     -8.41      0.83     11.13   -885.96      5.30     20.51    8.2377   213772.3
2024  5 11 22  6  0   0     -8.61      0.88     10.95   -885.84      6.38     19.18    8.1469   212522.5
2024  5 11 22  7  0   0     -8.68      1.09     10.80   -885.11      7.36     16.55    8.2381   214913.7
2024  5 11 22  8  0   0     -8.66      0.95     10.70   -884.65      7.33     15.65    8.1674   225609.1
2024  5 11 22  9  0   0     -8.64      1.06     10.74   -884.85      8.72     16.52    8.0455   227962.0
2024  5 11 22 10  0   0     -8.65      1.35     10.71   -885.88      7.80     17.52    8.0876   230802.3
2024  5 11 22 11  0   0     -8.75      1.42     10.67   -888.90      8.55     17.44    8.5864   232303.9
2024  5 11 22 12  0   0     -8.64      1.50     10.95   -890.90     10.55     13.85    8.9853   231129.7
2024  5 11 22 13  0   0     -8.21      2.20     11.05   -892.01      7.64     13.37    9.1333   230698.1
2024  5 11 22 14  0   0     -7.05      2.51     10.74   -891.05      0.35     13.07    9.6549   222990.2
2024  5 11 22 15  0   0     -5.18      3.17     10.28   -887.90     -1.60     11.78    9.9214   218963.6
2024  5 11 22 16  0   0     -4.17      4.89      9.52   -884.35      3.82     11.71    9.3370   210045.9
2024  5 11 22 17  0   0     -4.06      5.84      8.93   -880.67      4.75     12.93    8.6899   206062.4
2024  5 11 22 18  0   0     -3.58      6.01      9.14   -877.85      2.29     15.07    8.2861   210353.9
2024  5 11 22 19  0   0     -2.90      6.62      9.14   -875.93      7.06     15.51    8.2367   220742.9
2024  5 11 22 20  0   0     -1.80      7.95      7.84   -868.00     18.01     11.06    7.6563   221123.5
2024  5 11 22 21  0   0     -0.29      7.80      6.96   -859.54     19.39     15.89    6.7695   212681.6
2024  5 11 22 22  0   0      0.86      8.14      5.95   -856.38     20.39     15.71    6.2977   207048.2
2024  5 11 22 23  0   0      2.03      9.00      3.35   -861.54     19.91      2.36    6.9582   218909.6
2024  5 11 22 24  0   0      4.35      7.78     -1.79   -868.88      6.42    -18.49    9.0642   258179.0
2024  5 11 22 25  0   0      6.33      7.53     -4.33   -875.46     10.85     -1.79    8.1082   227644.2
2024  5 11 22 26  0   0      6.50      6.30     -5.74   -883.08     31.65     16.31    7.2517   209811.6
2024  5 11 22 27  0   0      6.20      6.38     -4.80   -891.20     42.36     26.40    7.7292   219764.7
2024  5 11 22 28  0   0      4.05      8.04     -2.94   -892.71     30.40     30.08    8.3488   221280.9
2024  5 11 22 29  0   0      2.38      8.89      0.05   -893.10     17.40     22.77    8.0685   206189.8
2024  5 11 22 30  0   0      0.08      8.86      2.28   -889.17     11.08     17.98    8.0773   197927.5
2024  5 11 22 31  0   0     -2.17      8.14      3.56   -884.89      3.41     19.65    8.7593   200979.0
2024  5 11 22 32  0   0     -4.38      6.39      5.34   -881.97      6.14     20.24   10.4868   218799.8
2024  5 11 22 33  0   0     -6.44      4.87      7.18   -882.95      4.19     21.10   11.9414   222446.3
2024  5 11 22 34  0   0     -7.65      3.03      7.59   -887.74     -1.65     25.99   12.2998   223828.6
2024  5 11 22 35  0   0     -7.61      1.56      7.93   -890.18     -7.36     23.30    9.1760   253701.5
2024  5 11 22 36  0   0     -7.39      1.05      7.86   -887.14     -8.99     16.67    9.0622   258374.3
2024  5 11 22 37  0   0     -7.20      1.33      8.06   -882.89     -9.21     10.55    8.8526   260826.0
2024  5 11 22 38  0   0     -6.81      2.40      8.34   -877.04    -13.21      6.82    8.9905   277204.0
2024  5 11 22 39  0   0     -6.00      2.86      8.32   -872.40    -11.92      2.87    8.7540   298303.7
2024  5 11 22 40  0   0     -5.31      3.80      8.06   -871.24     -2.52      0.31    8.3531   307254.2
2024  5 11 22 41  0   0     -5.08      4.63      7.41   -870.67     11.43     -6.50    8.2375   314578.5
2024  5 11 22 42  0   0     -4.86      5.38      6.58   -869.63     11.68     -1.74    8.0201   324048.8
2024  5 11 22 43  0   0     -4.74      6.27      5.80   -864.66     10.51      4.07    7.0442   313357.9
2024  5 11 22 44  0   0     -4.91      6.87      5.18   -861.12      6.44      6.87    6.4516   314897.3
2024  5 11 22 45  0   0     -5.28      6.59      5.33   -852.19     -5.28     12.62    5.8079   290387.2
2024  5 11 22 46  0   0     -5.40      6.24      5.53   -851.35     -5.41     16.86    6.9435   234310.0
2024  5 11 22 47  0   0     -5.65      6.05      6.18   -850.40     -6.96     20.36    5.4809   231635.2
2024  5 11 22 48  0   0     -5.76      5.72      6.69   -848.56    -19.79     23.33    5.0279   228562.6
2024  5 11 22 49  0   0     -5.07      5.14      6.92   -852.06    -36.31     24.87    4.9807   213799.6
2024  5 11 22 50  0   0     -4.76      4.63      6.84   -862.70    -45.61     25.69    4.3910   208559.5
2024  5 11 22 51  0   0     -4.24      4.99      7.20   -865.31    -46.24     25.18    4.2788   220904.0
2024  5 11 22 52  0   0     -3.55      5.94      6.88   -863.24    -33.52     24.29    3.7941   243673.1
2024  5 11 22 53  0   0     -2.71      6.19      5.62   -858.64    -18.54     18.77    3.1038   312291.5
2024  5 11 22 54  0   0     -1.08      6.65      4.67   -856.76     -6.09     15.72    2.5558   363015.6
2024  5 11 22 55  0   0     -0.39      7.42      3.45   -855.37      2.45      7.42    2.3477   372264.9
2024  5 11 22 56  0   0      0.77      7.98      2.37   -853.53      6.58     -2.85    2.2806   403457.5
2024  5 11 22 57  0   0      2.62      8.35      0.21   -847.49      9.84    -31.74    2.1090   462852.7
2024  5 11 22 58  0   0      4.46      8.55     -0.26   -839.25     15.94    -37.15    1.8727   526790.8
2024  5 11 22 59  0   0      5.18      8.72     -0.70   -830.12     22.24    -41.79    1.8000   561691.1
2024  5 11 23  0  0   0      5.91      9.10     -0.30   -825.51     23.13    -30.91    1.6540   574589.1
2024  5 11 23  1  0   0      5.95      9.34      0.04   -823.12     18.82    -19.40    1.5643   568914.8
2024  5 11 23  2  0   0      5.99      9.35     -0.46   -816.85     14.82    -24.85    1.5291   559859.1
2024  5 11 23  3  0   0      6.10      9.46     -1.31   -815.50     17.68    -41.23    1.5454   563502.6
2024  5 11 23  4  0   0      6.49      9.67     -1.55   -816.86     29.40    -56.00    1.4723   545967.6
2024  5 11 23  5  0   0      6.54      9.52     -1.81   -814.26     37.90    -59.83    1.3688   519099.8
2024  5 11 23  6  0   0      6.43      9.29     -2.32   -809.12     42.70    -68.52    1.3551   515070.0
2024  5 11 23  7  0   0      6.39      8.70     -2.61   -805.50     31.90    -78.21    1.6111   601275.9
2024  5 11 23  8  0   0      6.24      8.43     -2.27   -797.39     26.72    -99.47    1.5527   684871.6
2024  5 11 23  9  0   0      6.05      8.64     -1.38   -797.08     22.82   -119.45    1.5103   671442.1
2024  5 11 23 10  0   0      6.23      9.62     -1.56   -817.69      3.21   -133.25    1.2815   602054.4
2024  5 11 23 11  0   0      6.13      9.58     -2.42   -824.24     -9.21   -134.58    1.2222   587040.9
2024  5 11 23 12  0   0      6.27      8.92     -2.77   -827.92    -17.20   -124.20    1.4032   643836.4
2024  5 11 23 13  0   0      6.45      8.65     -2.95   -829.52    -13.41   -106.65    1.4413   638519.4
2024  5 11 23 14  0   0      6.71      8.54     -2.65   -828.92     -8.19    -91.35    1.3830   619603.9
2024  5 11 23 15  0   0      6.86      8.53     -1.87   -824.86     -9.59    -69.51    1.3233   609771.2
2024  5 11 23 16  0   0      7.38      8.42     -1.94   -819.06    -12.96    -50.99    1.3705   634785.9
2024  5 11 23 17  0   0      7.74      8.29     -2.07   -821.21    -24.41    -36.66    1.5196   675546.2
2024  5 11 23 18  0   0      7.46      8.25     -1.66   -824.47    -40.12    -22.85    1.7359   701802.5
2024  5 11 23 19  0   0      6.51      7.72     -1.86   -829.19    -53.28     -8.77    2.0053   712835.0
2024  5 11 23 20  0   0      5.71      7.51     -3.09   -830.49    -56.63     17.15    2.3140   730805.5
2024  5 11 23 21  0   0      6.07      6.94     -2.79   -858.12    -58.34     25.49    2.3884   698592.7
2024  5 11 23 22  0   0      6.55      6.85     -1.92   -869.57    -61.19     18.28    2.5073   683130.6
2024  5 11 23 23  0   0      6.95      6.52     -2.58   -868.41    -55.67     25.31    2.5099   655586.5
2024  5 11 23 24  0   0      6.68      6.18     -2.38   -865.03    -50.63     23.05    2.5390   645318.7
2024  5 11 23 25  0   0      6.36      5.71     -1.98   -872.26    -49.67     23.47    2.4774   627393.4
2024  5 11 23 26  0   0      6.25      5.40     -1.31   -882.75    -53.66     18.01    2.5581   639370.4
2024  5 11 23 27  0   0      6.34      5.04     -0.96   -898.68    -51.77     10.88    2.4782   629436.8
2024  5 11 23 28  0   0      6.35      5.27     -0.95   -899.57    -53.66      5.81    2.5714   655105.6
2024  5 11 23 29  0   0      6.27      5.70     -0.84   -899.87    -55.89      0.45    2.4154   642056.4
2024  5 11 23 30  0   0      6.13      6.07     -0.73   -895.43    -57.64     -2.76    2.1363   606287.2
2024  5 11 23 31  0   0      6.01      6.79     -0.88   -896.25    -52.92      2.78    1.7312   549818.9
2024  5 11 23 32  0   0      5.93      7.02     -0.93   -897.37    -46.21     10.88    1.5029   532429.1
2024  5 11 23 33  0   0      6.07      7.12     -0.94   -897.40    -39.32     16.92    1.3640   527342.4
2024  5 11 23 34  0   0      6.64      7.12     -0.72   -891.32    -33.34     17.72    1.3483   524148.4
2024  5 11 23 35  0   0      6.68      7.20     -0.70   -887.04    -26.50     16.54    1.4480   545886.3
2024  5 11 23 36  0   0      6.61      6.60     -1.31   -876.25    -27.45      5.11    1.5922   577591.4
2024  5 11 23 37  0   0      6.18      6.07     -1.69   -872.52    -29.48      1.78    1.7797   608301.4
2024  5 11 23 38  0   0      6.16      5.97     -1.93   -873.52    -21.93     27.63    1.8829   629921.1
2024  5 11 23 39  0   0      6.22      6.45     -1.62   -880.79    -11.46     42.06    1.9424   660128.6
2024  5 11 23 40  0   0      6.25      6.37     -1.08   -893.98     -0.33     30.43    1.7633   644559.6
2024  5 11 23 41  0   0      5.75      6.60     -0.70   -898.12      2.25     29.96    1.6819   641738.4
2024  5 11 23 42  0   0      5.07      6.62     -0.78   -895.86      5.08     32.04    1.7007   649033.0
2024  5 11 23 43  0   0      5.16      6.65     -0.81   -893.22      4.20     24.06    1.5100   640217.4
2024  5 11 23 44  0   0      5.04      5.88     -0.41   -905.16      9.78     17.48    1.2462   580650.9
2024  5 11 23 45  0   0      4.94      5.50     -0.04   -909.64     18.43     25.80    1.1750   548834.2
2024  5 11 23 46  0   0      4.91      5.60      0.23   -906.46     19.05     40.14    1.2665   553586.8
2024  5 11 23 47  0   0      4.84      5.86     -0.16   -902.78     16.30     49.09    1.4608   580009.8
2024  5 11 23 48  0   0      4.92      5.93     -0.53   -902.40     11.00     57.28    1.6754   598294.1
2024  5 11 23 49  0   0      5.12      6.24     -0.93   -906.21      7.84     54.55    1.8691   592484.8
2024  5 11 23 50  0   0      5.12      6.36     -1.02   -905.14      9.56     50.57    1.8136   564286.6
2024  5 11 23 51  0   0      5.12      6.44     -0.06   -907.04     13.88     45.86    1.8045   568546.9
2024  5 11 23 52  0   0      5.09      6.12      0.09   -912.87     14.73     40.43    1.9336   579929.1
2024  5 11 23 53  0   0      4.91      5.65      0.18   -916.90     16.60     35.65    1.8992   553046.8
2024  5 11 23 54  0   0      4.75      5.41     -0.22   -924.35     11.35     40.60    1.7585   487586.8
2024  5 11 23 55  0   0      4.72      5.08     -0.91   -930.03     10.71     54.00    1.6263   472543.8
2024  5 11 23 56  0   0      4.94      4.90     -1.33   -929.16      9.94     57.68    1.8307   487307.0
2024  5 11 23 57  0   0      5.13      5.15     -1.59   -926.55      8.82     57.36    1.8157   532342.6
2024  5 11 23 58  0   0      4.96      5.25     -1.61   -924.38     10.50     56.84    1.8442   547542.9
2024  5 11 23 59  0   0      4.48      5.37     -1.64   -927.91     14.21     54.60    1.8688   551897.4
2024  5 12  0  0  0   0      4.67      5.40     -1.89   -926.68     17.02     47.55    1.7670   498324.5
2024  5 12  0  1  0   0      5.36      5.31     -1.60   -928.53     19.79     46.81    1.8045   412696.9
2024  5 12  0  2  0   0      5.74      5.40     -1.10   -930.47     15.57     46.51    1.8191   406084.6
2024  5 12  0  3  0   0      5.84      5.32     -0.85   -926.07     13.43     48.27    1.9293   425896.4
2024  5 12  0  4  0   0      5.75      5.42     -0.77   -924.17     13.10     48.86    1.9678   438709.7
2024  5 12  0  5  0   0      5.43      5.99     -0.94   -930.89     14.99     46.92    1.9780   462413.2
2024  5 12  0  6  0   0      4.99      5.98     -0.90   -934.71     20.95     53.81    1.8084   500685.6
2024  5 12  0  7  0   0      4.43      5.85     -1.10   -935.72     29.14     57.73    1.8821   511048.2
2024  5 12  0  8  0   0      2.71      6.07     -1.22   -940.30     31.39     61.26    1.9291   514577.2
2024  5 12  0  9  0   0      1.94      6.64     -0.41   -944.94     21.66     60.93    1.7445   495215.7
2024  5 12  0 10  0   0      1.81      6.89     -0.18   -940.06     19.56     62.69    1.6319   499582.2
2024  5 12  0 11  0   0      1.73      7.11      0.42   -932.00     19.32     63.87    1.5638   486535.2
2024  5 12  0 12  0   0      1.57      7.15      0.85   -918.32     20.33     64.37    1.5062   477081.0
2024  5 12  0 13  0   0      1.27      6.99      1.36   -901.16     25.92     59.33    1.4937   466843.6
2024  5 12  0 14  0   0      0.75      6.90      1.80   -895.04     32.57     56.71    1.5921   482494.1
2024  5 12  0 15  0   0      0.24      6.81      2.65   -895.38     35.74     48.65    1.7131   517531.8
2024  5 12  0 16  0   0      1.52      5.72      0.36   -897.55      9.11      5.17    2.3589   715713.5
2024  5 12  0 17  0   0      5.29      5.09     -0.80   -897.71      7.43     -1.77    2.5134   686591.7
2024  5 12  0 18  0   0      5.56      5.38     -2.02   -901.49     -3.33      6.29    2.4065   629057.9
2024  5 12  0 19  0   0      5.49      4.35     -4.71   -906.67      6.71     46.46    2.2231   574278.5
2024  5 12  0 20  0   0      5.30      3.25     -4.22   -914.03     14.68     44.44    1.9722   548137.8
2024  5 12  0 21  0   0      5.27      3.07     -3.53   -916.34     14.01     34.01    1.8473   536488.4
2024  5 12  0 22  0   0      5.15      3.49     -3.80   -924.39     13.42     28.03    2.0613   594910.9
2024  5 12  0 23  0   0      5.01      3.95     -3.38   -925.35     25.27     37.56    2.1324   632930.2
2024  5 12  0 24  0   0      4.56      3.76     -3.15   -923.79     28.69     44.73    2.2800   659858.7
2024  5 12  0 25  0   0      5.02      3.28     -3.16   -920.48     29.04     44.31    2.4246   651556.0
2024  5 12  0 26  0   0      5.09      3.15     -3.28   -915.63     26.22     53.94    1.9697   634868.3
2024  5 12  0 27  0   0      5.17      3.64     -2.77   -920.80     27.08     61.74    1.7456   563450.5
2024  5 12  0 28  0   0      5.25      3.71     -2.93   -924.86     30.29     58.82    1.7662   558719.8
2024  5 12  0 29  0   0      4.69      3.64     -2.96   -914.53     24.91     58.51    1.7383   592279.9
2024  5 12  0 30  0   0      4.53      3.89     -3.04   -913.05     29.66     55.79    1.8018   604390.9
2024  5 12  0 31  0   0      4.47      4.31     -2.90   -916.00     21.45     47.73    1.8124   588750.6
2024  5 12  0 32  0   0      4.59      4.50     -2.62   -912.81     20.64     35.10    1.7460   517129.6
2024  5 12  0 33  0   0      4.29      4.85     -2.64   -912.76     21.84     35.45    1.7109   465916.1
2024  5 12  0 34  0   0      4.14      5.34     -2.17   -914.70     19.86     39.11    1.8849   463871.4
2024  5 12  0 35  0   0      4.10      5.62     -1.64   -916.08     15.74     33.78    2.0615   467472.3
2024  5 12  0 36  0   0      4.01      5.92     -1.58   -909.49      8.20     30.88    1.9776   451015.4
2024  5 12  0 37  0   0      4.04      6.21     -2.20   -902.29      5.10     32.08    1.8136   439937.8
2024  5 12  0 38  0   0      4.09      6.07     -2.95   -905.19      3.47     17.40    1.7597   436472.5
2024  5 12  0 39  0   0      4.48      5.81     -3.44   -912.94     -3.37      8.81    1.9081   452851.8
2024  5 12  0 40  0   0      5.12      6.17     -2.63   -911.41      0.47     23.10    2.0080   463357.4
2024  5 12  0 41  0   0      5.59      6.16     -2.67   -913.65     -0.15     25.97    2.0946   460840.8
2024  5 12  0 42  0   0      4.84      6.18     -3.30   -921.77      0.74     24.37    2.1048   468310.4
2024  5 12  0 43  0   0      4.90      6.46     -1.79   -923.96     -5.10     18.49    2.1448   463008.3
2024  5 12  0 44  0   0      5.29      6.01     -0.57   -916.94     -7.90      3.64    1.9963   437810.7
2024  5 12  0 45  0   0      5.61      5.25     -0.71   -912.21    -11.11      7.32    1.9608   437061.3
2024  5 12  0 46  0   0      5.78      4.19     -2.00   -921.82    -22.60     26.38    2.1999   483326.9
2024  5 12  0 47  0   0      6.25      4.25     -2.30   -928.78     -8.31     41.69    2.1538   520727.1
2024  5 12  0 48  0   0      6.52      3.57     -2.94   -930.68    -10.37     31.93    2.0865   482291.0
2024  5 12  0 49  0   0      6.28      2.50     -2.93   -935.60    -11.28     37.24    2.3908   446003.3
2024  5 12  0 50  0   0      6.55      0.65     -3.43   -948.40     -5.52     50.22    2.7531   436653.5
2024  5 12  0 51  0   0      6.70     -0.24     -3.38   -959.80      4.73     47.33    2.6653   441893.6
2024  5 12  0 52  0   0      6.69     -0.17     -3.49   -975.05     -9.97     43.39    2.6124   428768.5
2024  5 12  0 53  0   0      6.64     -1.82     -3.87   -976.37    -22.10     51.16    2.7932   477727.0
2024  5 12  0 54  0   0      6.29     -2.63     -3.48   -976.90    -20.30     55.90    2.6173   469345.8
2024  5 12  0 55  0   0      5.35     -3.17     -4.07   -980.47    -14.76     55.94    2.5180   462337.6
2024  5 12  0 56  0   0      4.70     -4.28     -3.31   -984.39     -2.93     60.35    2.2107   438721.2
2024  5 12  0 57  0   0      4.23     -4.96     -2.69   -983.68     17.97     42.35    1.8896   393687.1
2024  5 12  0 58  0   0      4.04     -4.99     -2.46   -979.71     35.40     31.89    1.8210   376313.4
2024  5 12  0 59  0   0      4.11     -4.95     -2.61   -975.85     52.00     24.38    1.8408   388673.9
2024  5 12  1  0  0   0      4.50     -5.05     -2.64   -977.97     63.17     27.37    1.9345   422299.6
2024  5 12  1  1  0   0      5.19     -6.13     -3.13   -993.49     59.80     30.85    2.2245   485171.6
2024  5 12  1  2  0   0      5.46     -6.71     -2.53   -987.44     52.03     50.46    2.0756   460556.6
2024  5 12  1  3  0   0      5.19     -7.30     -3.06   -988.77     41.73     56.34    1.9344   429091.7
2024  5 12  1  4  0   0      4.86     -6.88     -3.50   -985.81     38.56     60.48    1.8474   398315.7
2024  5 12  1  5  0   0      4.75     -6.61     -3.28   -982.90     33.67     62.56    1.7956   364723.0
2024  5 12  1  6  0   0      4.68     -6.10     -3.71   -981.39     32.38     53.23    1.8408   342996.0
2024  5 12  1  7  0   0      4.51     -5.72     -4.49   -988.82     36.25     51.43    1.8364   330228.8
2024  5 12  1  8  0   0      4.64     -6.27     -4.08   -990.55     40.32     43.95    2.0066   345756.2
2024  5 12  1  9  0   0      5.27     -6.26     -3.53   -993.55     31.92     45.12    2.0153   327705.9
2024  5 12  1 10  0   0      5.44     -6.27     -3.81   -989.48     25.99     50.27    2.0946   309240.6
2024  5 12  1 11  0   0      5.28     -6.40     -3.96   -985.10     26.42     50.52    2.1106   287348.4
2024  5 12  1 12  0   0      4.99     -5.99     -3.77   -986.60     28.48     50.37    2.0013   259437.4
2024  5 12  1 13  0   0      5.03     -5.49     -4.10   -986.37     35.12     50.82    1.9346   246508.5
2024  5 12  1 14  0   0      5.18     -4.87     -4.41   -988.10     41.11     47.92    1.9256   247322.1
2024  5 12  1 15  0   0      5.30     -4.65     -4.35   -986.99     43.09     46.66    2.1055   259909.5
2024  5 12  1 16  0   0      5.32     -4.83     -4.20   -983.51     42.38     45.62    2.2232   269051.6
2024  5 12  1 17  0   0      5.05     -4.83     -4.56   -984.72     34.71     48.05    2.3477   260406.2
2024  5 12  1 18  0   0      4.58     -4.87     -4.79   -985.36     23.65     55.01    2.4641   232432.0
2024  5 12  1 19  0   0      4.39     -4.58     -4.83   -989.72     12.62     60.28    2.3954   189471.6
2024  5 12  1 20  0   0      4.73     -4.52     -4.83   -991.33      6.50     61.98    2.4042   157678.4
2024  5 12  1 21  0   0      4.97     -4.52     -4.95   -995.30      9.44     59.96    2.3544   151217.8
2024  5 12  1 22  0   0      4.88     -4.64     -4.90   -998.29     13.16     59.84    2.3843   163880.9
2024  5 12  1 23  0   0      4.76     -4.70     -4.55   -998.97     17.23     60.37    2.4205   181931.3
2024  5 12  1 24  0   0      3.96     -4.79     -4.27   -998.00     19.57     61.77    2.4697   194496.5
2024  5 12  1 25  0   0      3.71     -4.93     -4.33   -995.98     18.62     61.08    2.6585   209809.5
2024  5 12  1 26  0   0      3.17     -4.89     -4.42   -992.87     15.47     59.82    2.8609   220082.3
2024  5 12  1 27  0   0      2.78     -4.41     -4.76   -991.26     13.74     50.57    3.0722   223129.5
2024  5 12  1 28  0   0      4.15     -3.73     -4.85   -992.09     13.52     36.37    2.9598   216940.9
2024  5 12  1 29  0   0      4.74     -3.21     -4.53   -991.45      9.19     34.10    2.9794   219719.8
2024  5 12  1 30  0   0      4.86     -2.22     -4.46   -995.92     11.65     36.08    3.3438   232113.8
2024  5 12  1 31  0   0      4.90     -1.50     -4.34   -999.27     12.57     39.04    3.9579   236790.2
2024  5 12  1 32  0   0      4.95     -1.32     -3.98  -1001.97     11.32     43.78    3.9355   215023.9
2024  5 12  1 33  0   0      5.06     -1.49     -3.87  -1001.69     11.85     46.46    4.1121   212573.4
2024  5 12  1 34  0   0      5.33     -1.91     -3.95  -1000.15     11.57     49.28    4.2922   220880.0
2024  5 12  1 35  0   0      5.55     -1.77     -3.74   -995.52     12.46     49.89    4.1347   217574.9
2024  5 12  1 36  0   0      5.66     -1.14     -3.63   -994.41     18.87     49.44    3.8107   211381.0
2024  5 12  1 37  0   0      6.31     -1.32     -3.66   -993.64     17.63     46.74    3.6070   207862.0
2024  5 12  1 38  0   0      6.53     -1.31     -3.61   -987.89     16.05     44.62    3.3093   213967.0
2024  5 12  1 39  0   0      6.21     -0.82     -3.60   -985.86     10.66     45.71    3.1343   221596.3
2024  5 12  1 40  0   0      5.87     -0.73     -3.43   -987.88      7.57     46.42    2.9726   217161.1
2024  5 12  1 41  0   0      5.81     -1.05     -3.02   -988.23     10.27     47.13    2.9381   210996.1
2024  5 12  1 42  0   0      5.80     -1.25     -2.89   -983.94     13.14     49.98    3.0904   203855.8
2024  5 12  1 43  0   0      6.08     -1.46     -2.57   -982.19     15.92     49.67    3.0423   204437.0
2024  5 12  1 44  0   0      6.34     -1.64     -2.51   -980.58     19.13     49.54    3.0169   203834.3
2024  5 12  1 45  0   0      6.24     -1.89     -2.60   -980.99     20.16     51.88    2.8861   191831.7
2024  5 12  1 46  0   0      6.14     -1.85     -2.37   -980.00     20.91     52.62    2.7776   181273.8
2024  5 12  1 47  0   0      6.10     -1.60     -2.32   -978.16     27.12     51.59    2.6778   172991.6
2024  5 12  1 48  0   0      6.18     -1.31     -2.32   -979.68     34.70     51.02    2.7762   174112.8
2024  5 12  1 49  0   0      6.41     -1.00     -2.36   -979.95     41.70     51.36    3.0147   182125.6
2024  5 12  1 50  0   0      6.54     -0.36     -2.45   -978.60     45.43     53.48    3.1835   188972.8
2024  5 12  1 51  0   0      6.44      0.37     -2.24   -977.61     41.41     52.21    3.2683   189654.5
2024  5 12  1 52  0   0      6.27      0.81     -2.16   -976.14     39.88     48.91    3.3330   191266.1
2024  5 12  1 53  0   0      6.11      1.29     -2.23   -975.39     37.77     44.76    3.3575   185679.3
2024  5 12  1 54  0   0      5.90      1.73     -2.17   -974.73     36.83     40.58    3.4510   183914.8
2024  5 12  1 55  0   0      5.42      2.10     -1.55   -971.21     42.24     41.55    3.6089   190719.6
2024  5 12  1 56  0   0      5.15      2.27     -1.37   -970.46     44.38     43.24    3.6181   184767.8
2024  5 12  1 57  0   0      4.97      1.84     -1.51   -965.49     37.56     44.55    3.7049   159055.8
2024  5 12  1 58  0   0      4.57      1.61     -1.20   -964.72     24.86     39.61    3.6561   159732.5
2024  5 12  1 59  0   0      3.10      1.30     -1.22   -964.62     18.81     35.49    3.7539   162587.4
2024  5 12  2  0  0   0     -0.80     -1.76     -1.00   -973.48     41.84     30.24    3.8554   165969.4
2024  5 12  2  1  0   0     -2.80     -2.90     -0.75   -975.34     41.80     29.00    3.6351   157615.4
2024  5 12  2  2  0   0     -3.22     -3.37     -1.40   -975.40     29.49     38.80    3.6202   151998.4
2024  5 12  2  3  0   0     -3.04     -3.82     -1.77   -972.39     20.56     40.96    3.7025   148485.2
2024  5 12  2  4  0   0     -1.19     -3.82     -2.66   -968.36     20.61     29.32    3.8037   144055.7
2024  5 12  2  5  0   0     -0.26     -4.32     -2.09   -965.63     16.75     30.70    4.0890   144561.8
2024  5 12  2  6  0   0     -0.16     -4.58     -1.78   -964.26     15.13     31.47    4.5701   148134.4
2024  5 12  2  7  0   0     -0.04     -4.35     -2.37   -964.46     20.95     27.60    4.9812   147376.8
2024  5 12  2  8  0   0      0.81     -4.21     -2.65   -964.63     31.48     21.17    5.1260   142181.8
2024  5 12  2  9  0   0      0.85     -4.27     -2.61   -963.99     30.82     20.15    5.3059   138656.0
2024  5 12  2 10  0   0      0.91     -4.50     -2.55   -963.75     29.01     18.96    5.6155   136508.2
2024  5 12  2 11  0   0      0.87     -4.76     -2.43   -963.67     27.94     17.26    5.9235   133215.9
2024  5 12  2 12  0   0      0.83     -4.79     -2.66   -961.54     27.75     16.27    6.3515   131000.0
2024  5 12  2 13  0   0     -0.10     -4.49     -3.14   -958.31     26.94     16.96    6.7057   127241.1
2024  5 12  2 14  0   0     -0.76     -4.73     -2.81   -957.20     26.33     15.54    6.5942   124009.1
2024  5 12  2 15  0   0     -2.23     -5.00     -2.54   -956.31     26.81     15.58    6.9165   125120.9
2024  5 12  2 16  0   0     -2.50     -5.28     -2.15   -952.74     29.95     19.23    6.9886   115996.0
2024  5 12  2 17  0   0     -2.72     -5.27     -1.33   -950.11     30.54     21.93    6.9204   108337.3
2024  5 12  2 18  0   0     -2.66     -5.42     -1.20   -942.46     28.71     23.57    7.0979   103930.7
2024  5 12  2 19  0   0     -2.53     -6.67     -1.55   -944.80     31.10     22.72    8.4546   115153.2
2024  5 12  2 20  0   0     -2.62     -7.17     -1.67   -940.30     28.78     21.46    8.9197   122578.1
