File created by python code using write_sme_file

Data downloaded from OMNIWeb and written in SME format

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2020  01  02  09  57  00    28.00    -6.00    22.00
2020  01  02  09  58  00    29.00    -7.00    22.00
2020  01  02  09  59  00    28.00    -8.00    20.00
2020  01  02  10  00  00    28.00    -8.00    20.00
2020  01  02  10  01  00    28.00    -8.00    20.00
2020  01  02  10  02  00    28.00    -7.00    21.00
2020  01  02  10  03  00    28.00    -7.00    21.00
2020  01  02  10  04  00    29.00    -7.00    22.00
2020  01  02  10  05  00    29.00    -8.00    21.00
2020  01  02  10  06  00    28.00    -9.00    19.00
2020  01  02  10  07  00    26.00    -8.00    18.00
2020  01  02  10  08  00    25.00    -8.00    17.00
2020  01  02  10  09  00    23.00    -6.00    17.00
2020  01  02  10  10  00    24.00    -6.00    18.00
2020  01  02  10  11  00    25.00    -5.00    20.00
2020  01  02  10  12  00    25.00    -5.00    20.00
2020  01  02  10  13  00    25.00    -5.00    20.00
2020  01  02  10  14  00    26.00    -6.00    20.00
2020  01  02  10  15  00    26.00    -6.00    20.00
2020  01  02  10  16  00    27.00    -6.00    21.00
2020  01  02  10  17  00    27.00    -6.00    21.00
2020  01  02  10  18  00    27.00    -6.00    21.00
2020  01  02  10  19  00    27.00    -6.00    21.00
2020  01  02  10  20  00    28.00    -6.00    22.00
2020  01  02  10  21  00    29.00    -7.00    22.00
2020  01  02  10  22  00    28.00    -7.00    21.00
2020  01  02  10  23  00    27.00    -7.00    20.00
2020  01  02  10  24  00    26.00    -7.00    19.00
2020  01  02  10  25  00    26.00    -7.00    19.00
2020  01  02  10  26  00    27.00    -7.00    20.00
2020  01  02  10  27  00    27.00    -7.00    20.00
2020  01  02  10  28  00    29.00    -8.00    21.00
2020  01  02  10  29  00    29.00    -8.00    21.00
2020  01  02  10  30  00    29.00    -8.00    21.00
2020  01  02  10  31  00    29.00    -8.00    21.00
2020  01  02  10  33  00    26.00    -8.00    18.00
2020  01  02  10  34  00    23.00    -7.00    16.00
2020  01  02  10  35  00    21.00    -6.00    15.00
2020  01  02  10  36  00    20.00    -5.00    15.00
2020  01  02  10  37  00    20.00    -5.00    15.00
2020  01  02  10  38  00    22.00    -6.00    16.00
2020  01  02  10  41  00    29.00   -10.00    19.00
2020  01  02  10  42  00    28.00   -10.00    18.00
2020  01  02  10  50  00    23.00    -7.00    16.00
2020  01  02  10  55  00    23.00    -7.00    16.00
2020  01  02  10  56  00    23.00    -6.00    17.00
2020  01  02  10  57  00    25.00    -6.00    19.00
2020  01  02  10  58  00    22.00    -5.00    17.00
2020  01  02  10  59  00    22.00    -5.00    17.00
2020  01  02  11  00  00    28.00    -5.00    23.00
2020  01  02  11  01  00    31.00    -4.00    27.00
2020  01  02  11  02  00    32.00    -4.00    28.00
2020  01  02  11  03  00    23.00    -2.00    21.00
2020  01  02  11  04  00    22.00    -3.00    19.00
2020  01  02  11  05  00    27.00    -4.00    23.00
2020  01  02  11  06  00    30.00    -4.00    26.00
2020  01  02  11  07  00    32.00    -4.00    28.00
2020  01  02  11  08  00    32.00    -4.00    28.00
2020  01  02  11  09  00    31.00    -4.00    27.00
2020  01  02  11  10  00    30.00    -4.00    26.00
2020  01  02  11  11  00    28.00    -4.00    24.00
2020  01  02  11  12  00    27.00    -5.00    22.00
2020  01  02  11  13  00    27.00    -6.00    21.00
2020  01  02  11  14  00    26.00    -6.00    20.00
2020  01  02  11  15  00    28.00    -9.00    19.00
2020  01  02  11  16  00    27.00    -8.00    19.00
2020  01  02  11  17  00    28.00    -8.00    20.00
2020  01  02  11  18  00    28.00    -8.00    20.00
2020  01  02  11  19  00    28.00    -9.00    19.00
2020  01  02  11  20  00    32.00   -13.00    19.00
2020  01  02  11  23  00    27.00    -7.00    20.00
2020  01  02  11  24  00    25.00    -6.00    19.00
2020  01  02  11  25  00    24.00    -7.00    17.00
2020  01  02  11  26  00    22.00    -6.00    16.00
2020  01  02  11  27  00    22.00    -6.00    16.00
2020  01  02  11  28  00    23.00    -6.00    17.00
2020  01  02  11  29  00    24.00    -6.00    18.00
2020  01  02  11  30  00    25.00    -5.00    20.00
2020  01  02  11  31  00    27.00    -5.00    22.00
2020  01  02  11  32  00    28.00    -5.00    23.00
2020  01  02  11  33  00    29.00    -5.00    24.00
2020  01  02  11  34  00    30.00    -8.00    22.00
2020  01  02  11  36  00    28.00    -7.00    21.00
2020  01  02  11  37  00    29.00    -8.00    21.00
2020  01  02  11  38  00    29.00    -8.00    21.00
2020  01  02  11  39  00    28.00    -8.00    20.00
2020  01  02  11  40  00    27.00    -8.00    19.00
2020  01  02  11  41  00    24.00    -8.00    16.00
2020  01  02  11  42  00    22.00    -7.00    15.00
2020  01  02  11  43  00    25.00   -10.00    15.00
2020  01  02  11  44  00    29.00   -13.00    16.00
2020  01  02  11  45  00    33.00   -13.00    20.00
2020  01  02  11  46  00    37.00   -14.00    23.00
2020  01  02  11  47  00    39.00   -14.00    25.00
2020  01  02  11  48  00    36.00   -12.00    24.00
2020  01  02  11  49  00    32.00    -9.00    23.00
2020  01  02  11  50  00    31.00    -9.00    22.00
2020  01  02  11  51  00    29.00    -9.00    20.00
2020  01  02  11  52  00    28.00    -8.00    20.00
2020  01  02  11  53  00    27.00    -8.00    19.00
2020  01  02  11  54  00    27.00    -8.00    19.00
2020  01  02  11  55  00    27.00    -8.00    19.00
2020  01  02  11  56  00    26.00    -7.00    19.00
2020  01  02  11  57  00    29.00    -9.00    20.00
2020  01  02  11  58  00    30.00   -10.00    20.00
2020  01  02  11  59  00    30.00   -10.00    20.00
2020  01  02  12  00  00    30.00   -10.00    20.00
2020  01  02  12  01  00    28.00    -8.00    20.00
2020  01  02  12  02  00    30.00    -9.00    21.00
2020  01  02  12  03  00    31.00    -9.00    22.00
2020  01  02  12  04  00    32.00    -8.00    24.00
2020  01  02  12  05  00    32.00    -7.00    25.00
2020  01  02  12  06  00    33.00    -7.00    26.00
2020  01  02  12  07  00    33.00    -8.00    25.00
2020  01  02  12  08  00    33.00    -8.00    25.00
2020  01  02  12  09  00    35.00    -9.00    26.00
2020  01  02  12  10  00    36.00   -10.00    26.00
2020  01  02  12  11  00    38.00   -11.00    27.00
2020  01  02  12  12  00    42.00   -15.00    27.00
2020  01  02  12  13  00    48.00   -22.00    26.00
2020  01  02  12  14  00    51.00   -26.00    25.00
2020  01  02  12  15  00    52.00   -28.00    24.00
2020  01  02  12  16  00    52.00   -27.00    25.00
2020  01  02  12  17  00    49.00   -23.00    26.00
2020  01  02  12  18  00    48.00   -21.00    27.00
2020  01  02  12  19  00    47.00   -20.00    27.00
2020  01  02  12  20  00    49.00   -22.00    27.00
2020  01  02  12  21  00    47.00   -20.00    27.00
2020  01  02  12  22  00    45.00   -19.00    26.00
2020  01  02  12  23  00    47.00   -22.00    25.00
2020  01  02  12  24  00    47.00   -22.00    25.00
2020  01  02  12  25  00    46.00   -22.00    24.00
2020  01  02  12  26  00    47.00   -23.00    24.00
2020  01  02  12  27  00    44.00   -21.00    23.00
2020  01  02  12  28  00    41.00   -18.00    23.00
2020  01  02  12  29  00    43.00   -20.00    23.00
2020  01  02  12  30  00    45.00   -22.00    23.00
2020  01  02  12  31  00    45.00   -22.00    23.00
2020  01  02  12  34  00    42.00   -17.00    25.00
2020  01  02  12  36  00    39.00   -13.00    26.00
2020  01  02  12  38  00    42.00   -15.00    27.00
2020  01  02  12  39  00    46.00   -19.00    27.00
2020  01  02  12  40  00    52.00   -25.00    27.00
2020  01  02  12  42  00    65.00   -39.00    26.00
2020  01  02  12  44  00    86.00   -62.00    24.00
2020  01  02  12  46  00   102.00   -79.00    23.00
2020  01  02  12  48  00   118.00   -97.00    21.00
2020  01  02  12  50  00   120.00   -97.00    23.00
2020  01  02  12  51  00    98.00   -75.00    23.00
2020  01  02  12  52  00    80.00   -56.00    24.00
2020  01  02  12  53  00    74.00   -50.00    24.00
2020  01  02  12  55  00    56.00   -34.00    22.00
2020  01  02  12  56  00    46.00   -24.00    22.00
2020  01  02  12  58  00    35.00   -13.00    22.00
2020  01  02  13  01  00    38.00   -15.00    23.00
2020  01  02  13  04  00    69.00   -46.00    23.00
2020  01  02  13  06  00    80.00   -55.00    25.00
2020  01  02  13  07  00    84.00   -58.00    26.00
2020  01  02  13  08  00    84.00   -58.00    26.00
2020  01  02  13  09  00    81.00   -55.00    26.00
2020  01  02  13  10  00    85.00   -59.00    26.00
2020  01  02  13  11  00    90.00   -64.00    26.00
2020  01  02  13  12  00    91.00   -63.00    28.00
2020  01  02  13  13  00    83.00   -56.00    27.00
2020  01  02  13  14  00    71.00   -44.00    27.00
2020  01  02  13  15  00    60.00   -33.00    27.00
2020  01  02  13  16  00    53.00   -26.00    27.00
2020  01  02  13  17  00    48.00   -21.00    27.00
2020  01  02  13  18  00    49.00   -22.00    27.00
2020  01  02  13  19  00    50.00   -23.00    27.00
2020  01  02  13  20  00    54.00   -28.00    26.00
2020  01  02  13  21  00    63.00   -36.00    27.00
2020  01  02  13  22  00    65.00   -39.00    26.00
2020  01  02  13  23  00    61.00   -35.00    26.00
2020  01  02  13  24  00    56.00   -30.00    26.00
2020  01  02  13  25  00    55.00   -30.00    25.00
2020  01  02  13  26  00    63.00   -40.00    23.00
2020  01  02  13  27  00    78.00   -55.00    23.00
2020  01  02  13  28  00    86.00   -63.00    23.00
2020  01  02  13  29  00    85.00   -61.00    24.00
2020  01  02  13  30  00    83.00   -58.00    25.00
2020  01  02  13  31  00    84.00   -57.00    27.00
2020  01  02  13  32  00    82.00   -55.00    27.00
2020  01  02  13  33  00    76.00   -48.00    28.00
2020  01  02  13  34  00    66.00   -38.00    28.00
2020  01  02  13  35  00    56.00   -28.00    28.00
2020  01  02  13  41  00    66.00   -37.00    29.00
2020  01  02  13  47  00    56.00   -26.00    30.00
2020  01  02  13  48  00    54.00   -23.00    31.00
2020  01  02  13  49  00    53.00   -20.00    33.00
2020  01  02  13  50  00    52.00   -19.00    33.00
2020  01  02  13  51  00    53.00   -20.00    33.00
2020  01  02  13  52  00    55.00   -24.00    31.00
2020  01  02  13  53  00    57.00   -26.00    31.00
2020  01  02  13  54  00    59.00   -26.00    33.00
2020  01  02  13  55  00    57.00   -24.00    33.00
2020  01  02  13  56  00    57.00   -24.00    33.00
2020  01  02  13  57  00    58.00   -24.00    34.00
2020  01  02  13  58  00    58.00   -23.00    35.00
2020  01  02  13  59  00    55.00   -21.00    34.00
2020  01  02  14  00  00    56.00   -21.00    35.00
2020  01  02  14  01  00    56.00   -19.00    37.00
2020  01  02  14  02  00    54.00   -17.00    37.00
2020  01  02  14  03  00    51.00   -14.00    37.00
2020  01  02  14  04  00    51.00   -14.00    37.00
2020  01  02  14  05  00    53.00   -16.00    37.00
2020  01  02  14  06  00    57.00   -19.00    38.00
2020  01  02  14  07  00    60.00   -20.00    40.00
2020  01  02  14  08  00    61.00   -19.00    42.00
2020  01  02  14  09  00    67.00   -21.00    46.00
2020  01  02  14  10  00    65.00   -17.00    48.00
2020  01  02  14  11  00    63.00   -14.00    49.00
2020  01  02  14  12  00    64.00   -17.00    47.00
2020  01  02  14  13  00    68.00   -22.00    46.00
2020  01  02  14  14  00    68.00   -22.00    46.00
2020  01  02  14  15  00    68.00   -21.00    47.00
2020  01  02  14  16  00    69.00   -22.00    47.00
2020  01  02  14  17  00    74.00   -24.00    50.00
2020  01  02  14  18  00    68.00   -23.00    45.00
2020  01  02  14  19  00    65.00   -23.00    42.00
2020  01  02  14  20  00    70.00   -27.00    43.00
2020  01  02  14  21  00    78.00   -32.00    46.00
2020  01  02  14  22  00    85.00   -37.00    48.00
2020  01  02  14  23  00    82.00   -37.00    45.00
2020  01  02  14  24  00    78.00   -33.00    45.00
2020  01  02  14  25  00    87.00   -40.00    47.00
2020  01  02  14  26  00    97.00   -47.00    50.00
2020  01  02  14  27  00   101.00   -48.00    53.00
2020  01  02  14  28  00   100.00   -47.00    53.00
2020  01  02  14  29  00   101.00   -50.00    51.00
2020  01  02  14  30  00   103.00   -50.00    53.00
2020  01  02  14  31  00   107.00   -45.00    62.00
2020  01  02  14  32  00   108.00   -40.00    68.00
2020  01  02  14  33  00   107.00   -41.00    66.00
2020  01  02  14  34  00    96.00   -38.00    58.00
2020  01  02  14  35  00    89.00   -33.00    56.00
2020  01  02  14  36  00    88.00   -31.00    57.00
2020  01  02  14  37  00    90.00   -31.00    59.00
2020  01  02  14  38  00    89.00   -31.00    58.00
2020  01  02  14  39  00    90.00   -31.00    59.00
2020  01  02  14  40  00    89.00   -30.00    59.00
2020  01  02  14  41  00    79.00   -29.00    50.00
2020  01  02  14  42  00    74.00   -27.00    47.00
2020  01  02  14  43  00    80.00   -31.00    49.00
2020  01  02  14  44  00    89.00   -34.00    55.00
2020  01  02  14  45  00    90.00   -35.00    55.00
2020  01  02  14  46  00    93.00   -39.00    54.00
2020  01  02  14  47  00   104.00   -44.00    60.00
2020  01  02  14  48  00   106.00   -46.00    60.00
2020  01  02  14  49  00   109.00   -49.00    60.00
2020  01  02  14  50  00   103.00   -50.00    53.00
2020  01  02  14  51  00    91.00   -50.00    41.00
2020  01  02  14  52  00    90.00   -54.00    36.00
2020  01  02  14  53  00    90.00   -53.00    37.00
2020  01  02  14  54  00   120.00   -83.00    37.00
2020  01  02  14  55  00   133.00   -97.00    36.00
2020  01  02  14  57  00   119.00   -87.00    32.00
2020  01  02  14  59  00   142.00  -109.00    33.00
2020  01  02  15  01  00   128.00   -98.00    30.00
2020  01  02  15  02  00   133.00  -107.00    26.00
2020  01  02  15  03  00   123.00   -99.00    24.00
2020  01  02  15  04  00   127.00  -104.00    23.00
2020  01  02  15  05  00   145.00  -119.00    26.00
2020  01  02  15  06  00   144.00  -116.00    28.00
2020  01  02  15  07  00   142.00  -114.00    28.00
2020  01  02  15  08  00   128.00  -102.00    26.00
2020  01  02  15  09  00   121.00   -94.00    27.00
2020  01  02  15  10  00   126.00   -98.00    28.00
2020  01  02  15  11  00   127.00   -97.00    30.00
2020  01  02  15  12  00   122.00   -92.00    30.00
2020  01  02  15  13  00   122.00   -92.00    30.00
2020  01  02  15  14  00   128.00   -94.00    34.00
2020  01  02  15  15  00   133.00   -99.00    34.00
2020  01  02  15  16  00   142.00  -106.00    36.00
2020  01  02  15  17  00   141.00  -104.00    37.00
2020  01  02  15  18  00   136.00  -101.00    35.00
2020  01  02  15  19  00   127.00   -97.00    30.00
2020  01  02  15  20  00   127.00   -97.00    30.00
2020  01  02  15  21  00   120.00   -92.00    28.00
2020  01  02  15  22  00   115.00   -89.00    26.00
2020  01  02  15  23  00   103.00   -78.00    25.00
2020  01  02  15  24  00    90.00   -68.00    22.00
2020  01  02  15  25  00    85.00   -63.00    22.00
2020  01  02  15  26  00    80.00   -59.00    21.00
2020  01  02  15  27  00    73.00   -52.00    21.00
2020  01  02  15  28  00    73.00   -52.00    21.00
2020  01  02  15  29  00    72.00   -51.00    21.00
2020  01  02  15  30  00    76.00   -55.00    21.00
2020  01  02  15  31  00    86.00   -65.00    21.00
2020  01  02  15  32  00    86.00   -69.00    17.00
2020  01  02  15  33  00    95.00   -77.00    18.00
2020  01  02  15  34  00   105.00   -86.00    19.00
2020  01  02  15  35  00   109.00   -91.00    18.00
2020  01  02  15  36  00   114.00   -98.00    16.00
2020  01  02  15  37  00   114.00   -98.00    16.00
2020  01  02  15  38  00   110.00   -95.00    15.00
2020  01  02  15  39  00   104.00   -89.00    15.00
2020  01  02  15  40  00    99.00   -81.00    18.00
2020  01  02  15  41  00    90.00   -73.00    17.00
2020  01  02  15  42  00    80.00   -63.00    17.00
2020  01  02  15  43  00    74.00   -57.00    17.00
2020  01  02  15  44  00    77.00   -59.00    18.00
2020  01  02  15  45  00    80.00   -58.00    22.00
2020  01  02  15  46  00    76.00   -55.00    21.00
2020  01  02  15  47  00    75.00   -54.00    21.00
2020  01  02  15  48  00    73.00   -52.00    21.00
2020  01  02  15  49  00    70.00   -50.00    20.00
2020  01  02  15  50  00    62.00   -46.00    16.00
2020  01  02  15  51  00    58.00   -44.00    14.00
2020  01  02  15  52  00    62.00   -47.00    15.00
2020  01  02  15  53  00    70.00   -54.00    16.00
2020  01  02  15  54  00    77.00   -60.00    17.00
2020  01  02  15  55  00    87.00   -72.00    15.00
2020  01  02  15  56  00    95.00   -81.00    14.00
2020  01  02  15  57  00    88.00   -81.00     7.00
2020  01  02  15  58  00    87.00   -77.00    10.00
2020  01  02  15  59  00    92.00   -76.00    16.00
2020  01  02  16  00  00    91.00   -76.00    15.00
2020  01  02  16  01  00    90.00   -71.00    19.00
2020  01  02  16  02  00    80.00   -60.00    20.00
2020  01  02  16  03  00    74.00   -59.00    15.00
2020  01  02  16  04  00    79.00   -64.00    15.00
2020  01  02  16  05  00    73.00   -62.00    11.00
2020  01  02  16  06  00    73.00   -62.00    11.00
2020  01  02  16  07  00    73.00   -61.00    12.00
2020  01  02  16  08  00    72.00   -62.00    10.00
2020  01  02  16  09  00    71.00   -60.00    11.00
2020  01  02  16  10  00    55.00   -54.00     1.00
2020  01  02  16  11  00    81.00   -79.00     2.00
2020  01  02  16  12  00    55.00   -52.00     3.00
2020  01  02  16  13  00    46.00   -43.00     3.00
2020  01  02  16  14  00    47.00   -43.00     4.00
2020  01  02  16  15  00    45.00   -42.00     3.00
2020  01  02  16  16  00    45.00   -42.00     3.00
2020  01  02  16  17  00    42.00   -39.00     3.00
2020  01  02  16  18  00    40.00   -36.00     4.00
2020  01  02  16  19  00    44.00   -40.00     4.00
2020  01  02  16  20  00    35.00   -31.00     4.00
2020  01  02  16  21  00    38.00   -34.00     4.00
2020  01  02  16  22  00    37.00   -32.00     5.00
2020  01  02  16  23  00    37.00   -32.00     5.00
2020  01  02  16  24  00    44.00   -36.00     8.00
2020  01  02  16  25  00    50.00   -46.00     4.00
2020  01  02  16  26  00    76.00   -73.00     3.00
2020  01  02  16  27  00    68.00   -65.00     3.00
2020  01  02  16  28  00    80.00   -78.00     2.00
2020  01  02  16  29  00   145.00  -143.00     2.00
2020  01  02  16  30  00   148.00  -147.00     1.00
2020  01  02  16  31  00   155.00  -154.00     1.00
2020  01  02  16  32  00   112.00  -112.00     0.00
2020  01  02  16  33  00   124.00  -124.00     0.00
2020  01  02  16  34  00   140.00  -141.00    -1.00
2020  01  02  16  35  00   147.00  -148.00    -1.00
2020  01  02  16  36  00   168.00  -168.00     0.00
2020  01  02  16  37  00   186.00  -186.00     0.00
2020  01  02  16  38  00   205.00  -204.00     1.00
2020  01  02  16  39  00   200.00  -199.00     1.00
2020  01  02  16  41  00   222.00  -218.00     4.00
2020  01  02  16  42  00   227.00  -225.00     2.00
2020  01  02  16  43  00   226.00  -225.00     1.00
2020  01  02  16  44  00   218.00  -217.00     1.00
2020  01  02  16  45  00   212.00  -210.00     2.00
2020  01  02  16  47  00   210.00  -207.00     3.00
2020  01  02  16  48  00   221.00  -216.00     5.00
2020  01  02  16  49  00   202.00  -199.00     3.00
2020  01  02  16  50  00   207.00  -204.00     3.00
2020  01  02  16  51  00   213.00  -209.00     4.00
2020  01  02  16  52  00   190.00  -188.00     2.00
2020  01  02  16  53  00   177.00  -175.00     2.00
2020  01  02  16  54  00   156.00  -154.00     2.00
2020  01  02  16  55  00   140.00  -138.00     2.00
2020  01  02  16  56  00   107.00  -104.00     3.00
2020  01  02  16  57  00    81.00   -78.00     3.00
2020  01  02  16  58  00    83.00   -80.00     3.00
2020  01  02  16  59  00   102.00   -99.00     3.00
2020  01  02  17  00  00   110.00  -107.00     3.00
2020  01  02  17  01  00   107.00  -104.00     3.00
2020  01  02  17  02  00   112.00  -108.00     4.00
2020  01  02  17  03  00   101.00  -100.00     1.00
2020  01  02  17  04  00   103.00   -99.00     4.00
2020  01  02  17  05  00   110.00  -109.00     1.00
2020  01  02  17  06  00   103.00  -100.00     3.00
2020  01  02  17  07  00    92.00   -83.00     9.00
2020  01  02  17  08  00    95.00   -87.00     8.00
2020  01  02  17  09  00   101.00   -97.00     4.00
2020  01  02  17  10  00    87.00   -87.00     0.00
2020  01  02  17  11  00    82.00   -78.00     4.00
2020  01  02  17  12  00    82.00   -75.00     7.00
2020  01  02  17  13  00    77.00   -70.00     7.00
2020  01  02  17  14  00    61.00   -55.00     6.00
2020  01  02  17  15  00    53.00   -43.00    10.00
2020  01  02  17  16  00    56.00   -43.00    13.00
2020  01  02  17  17  00    60.00   -46.00    14.00
2020  01  02  17  18  00    61.00   -46.00    15.00
2020  01  02  17  19  00    48.00   -37.00    11.00
2020  01  02  17  20  00    56.00   -44.00    12.00
2020  01  02  17  21  00    59.00   -46.00    13.00
2020  01  02  17  22  00   104.00   -94.00    10.00
2020  01  02  17  23  00   146.00  -140.00     6.00
2020  01  02  17  24  00   152.00  -147.00     5.00
2020  01  02  17  25  00   166.00  -157.00     9.00
2020  01  02  17  26  00   164.00  -154.00    10.00
2020  01  02  17  27  00    50.00   -40.00    10.00
2020  01  02  17  28  00   157.00   -43.00   114.00
2020  01  02  17  29  00   113.00   -38.00    75.00
2020  01  02  17  30  00    43.00   -36.00     7.00
2020  01  02  17  31  00    82.00   -72.00    10.00
2020  01  02  17  32  00    72.00   -61.00    11.00
2020  01  02  17  33  00    82.00   -74.00     8.00
2020  01  02  17  34  00    53.00   -48.00     5.00
2020  01  02  17  35  00    55.00   -48.00     7.00
2020  01  02  17  36  00    84.00   -77.00     7.00
2020  01  02  17  37  00   105.00   -99.00     6.00
2020  01  02  17  39  00    48.00   -43.00     5.00
2020  01  02  17  40  00    36.00   -27.00     9.00
2020  01  02  17  41  00    29.00   -20.00     9.00
2020  01  02  17  42  00    27.00   -17.00    10.00
2020  01  02  17  43  00    36.00   -29.00     7.00
2020  01  02  17  44  00    59.00   -54.00     5.00
2020  01  02  17  45  00    57.00   -50.00     7.00
2020  01  02  17  46  00    56.00   -49.00     7.00
2020  01  02  17  47  00    68.00   -61.00     7.00
2020  01  02  17  48  00    88.00   -82.00     6.00
2020  01  02  17  49  00    69.00   -64.00     5.00
2020  01  02  17  50  00    48.00   -44.00     4.00
2020  01  02  17  51  00    47.00   -46.00     1.00
2020  01  02  17  52  00    37.00   -37.00     0.00
2020  01  02  17  53  00    57.00   -57.00     0.00
2020  01  02  17  54  00    83.00   -83.00     0.00
2020  01  02  17  55  00    72.00   -71.00     1.00
2020  01  02  17  56  00    61.00   -58.00     3.00
2020  01  02  17  57  00    39.00   -33.00     6.00
2020  01  02  17  58  00    31.00   -25.00     6.00
2020  01  02  17  59  00    33.00   -26.00     7.00
2020  01  02  18  00  00    31.00   -25.00     6.00
2020  01  02  18  01  00    19.00   -15.00     4.00
2020  01  02  18  02  00    19.00   -14.00     5.00
2020  01  02  18  03  00    26.00   -12.00    14.00
2020  01  02  18  04  00    32.00   -10.00    22.00
2020  01  02  18  05  00    41.00   -11.00    30.00
2020  01  02  18  06  00    46.00   -12.00    34.00
2020  01  02  18  07  00    48.00   -11.00    37.00
2020  01  02  18  08  00    43.00    -7.00    36.00
2020  01  02  18  09  00    48.00    -6.00    42.00
2020  01  02  18  10  00    60.00    -8.00    52.00
2020  01  02  18  11  00    66.00   -12.00    54.00
2020  01  02  18  12  00    66.00   -14.00    52.00
2020  01  02  18  13  00    63.00   -14.00    49.00
2020  01  02  18  14  00    58.00   -12.00    46.00
2020  01  02  18  15  00    51.00    -7.00    44.00
2020  01  02  18  16  00    51.00    -7.00    44.00
2020  01  02  18  17  00    53.00    -4.00    49.00
2020  01  02  18  18  00    53.00    -5.00    48.00
2020  01  02  18  19  00    49.00    -7.00    42.00
2020  01  02  18  20  00    43.00   -10.00    33.00
2020  01  02  18  21  00    36.00   -11.00    25.00
2020  01  02  18  22  00    32.00   -10.00    22.00
2020  01  02  18  23  00    31.00   -10.00    21.00
2020  01  02  18  24  00    35.00   -10.00    25.00
2020  01  02  18  25  00    39.00   -10.00    29.00
2020  01  02  18  26  00    38.00    -8.00    30.00
2020  01  02  18  27  00    42.00    -8.00    34.00
2020  01  02  18  28  00    43.00    -8.00    35.00
2020  01  02  18  29  00    48.00    -6.00    42.00
2020  01  02  18  30  00    54.00    -6.00    48.00
2020  01  02  18  31  00    58.00    -6.00    52.00
2020  01  02  18  32  00    65.00    -7.00    58.00
2020  01  02  18  33  00    69.00    -7.00    62.00
2020  01  02  18  34  00    70.00    -7.00    63.00
2020  01  02  18  35  00    71.00    -7.00    64.00
2020  01  02  18  36  00    70.00    -8.00    62.00
2020  01  02  18  37  00    70.00   -10.00    60.00
2020  01  02  18  38  00    71.00   -12.00    59.00
2020  01  02  18  39  00    68.00   -12.00    56.00
2020  01  02  18  40  00    63.00   -11.00    52.00
2020  01  02  18  41  00    57.00    -8.00    49.00
2020  01  02  18  42  00    47.00    -4.00    43.00
2020  01  02  18  43  00    43.00    -1.00    42.00
2020  01  02  18  44  00    43.00     0.00    43.00
2020  01  02  18  45  00    43.00     0.00    43.00
2020  01  02  18  46  00    45.00    -1.00    44.00
2020  01  02  18  47  00    48.00    -4.00    44.00
2020  01  02  18  48  00    46.00    -5.00    41.00
2020  01  02  18  49  00    44.00    -7.00    37.00
2020  01  02  18  50  00    44.00    -9.00    35.00
2020  01  02  18  51  00    44.00   -10.00    34.00
2020  01  02  18  52  00    46.00    -9.00    37.00
2020  01  02  18  54  00    46.00    -6.00    40.00
2020  01  02  18  55  00    42.00    -5.00    37.00
2020  01  02  18  56  00    43.00    -5.00    38.00
2020  01  02  18  57  00    41.00    -7.00    34.00
2020  01  02  18  58  00    52.00    -8.00    44.00
2020  01  02  18  59  00    54.00    -7.00    47.00
2020  01  02  19  00  00    43.00    -7.00    36.00
2020  01  02  19  01  00    48.00    -6.00    42.00
2020  01  02  19  02  00    48.00    -7.00    41.00
2020  01  02  19  03  00    44.00    -8.00    36.00
2020  01  02  19  04  00    48.00    -9.00    39.00
2020  01  02  19  05  00    47.00    -7.00    40.00
2020  01  02  19  06  00    43.00    -6.00    37.00
2020  01  02  19  07  00    41.00    -5.00    36.00
2020  01  02  19  08  00    42.00    -5.00    37.00
2020  01  02  19  09  00    45.00    -5.00    40.00
2020  01  02  19  10  00    46.00    -5.00    41.00
2020  01  02  19  11  00    46.00    -7.00    39.00
2020  01  02  19  12  00    47.00    -8.00    39.00
2020  01  02  19  13  00    46.00    -8.00    38.00
2020  01  02  19  14  00    46.00    -8.00    38.00
2020  01  02  19  15  00    46.00    -7.00    39.00
2020  01  02  19  16  00    47.00    -8.00    39.00
2020  01  02  19  17  00    46.00    -7.00    39.00
2020  01  02  19  18  00    46.00    -6.00    40.00
2020  01  02  19  19  00    46.00    -7.00    39.00
2020  01  02  19  20  00    45.00    -7.00    38.00
2020  01  02  19  21  00    38.00    -6.00    32.00
2020  01  02  19  22  00    35.00    -6.00    29.00
2020  01  02  19  23  00    32.00    -5.00    27.00
2020  01  02  19  24  00    32.00    -5.00    27.00
2020  01  02  19  25  00    34.00    -5.00    29.00
2020  01  02  19  26  00    36.00    -6.00    30.00
2020  01  02  19  27  00    38.00    -6.00    32.00
2020  01  02  19  28  00    35.00    -7.00    28.00
2020  01  02  19  29  00    37.00    -8.00    29.00
2020  01  02  19  30  00    35.00    -7.00    28.00
2020  01  02  19  31  00    35.00    -7.00    28.00
2020  01  02  19  32  00    36.00    -8.00    28.00
2020  01  02  19  33  00    35.00    -7.00    28.00
2020  01  02  19  34  00    32.00    -5.00    27.00
2020  01  02  19  35  00    29.00    -4.00    25.00
2020  01  02  19  36  00    31.00    -6.00    25.00
2020  01  02  19  37  00    30.00    -4.00    26.00
2020  01  02  19  38  00    31.00    -6.00    25.00
2020  01  02  19  39  00    30.00    -6.00    24.00
2020  01  02  19  40  00    29.00    -8.00    21.00
