File created by python code using write_sme_file

Data downloaded from OMNIWeb and written in SME format

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2020  01  02  00  00  00    25.00    -1.00    24.00
2020  01  02  00  01  00    25.00    -1.00    24.00
2020  01  02  00  02  00    26.00    -3.00    23.00
2020  01  02  00  03  00    22.00    -1.00    21.00
2020  01  02  00  04  00    23.00    -1.00    22.00
2020  01  02  00  05  00    22.00    -2.00    20.00
2020  01  02  00  06  00    21.00    -1.00    20.00
2020  01  02  00  07  00    20.00     0.00    20.00
2020  01  02  00  08  00    20.00     0.00    20.00
2020  01  02  00  09  00    24.00    -1.00    23.00
2020  01  02  00  10  00    20.00    -1.00    19.00
2020  01  02  00  11  00    22.00    -2.00    20.00
2020  01  02  00  12  00    20.00    -2.00    18.00
2020  01  02  00  13  00    24.00    -4.00    20.00
2020  01  02  00  14  00    28.00    -6.00    22.00
2020  01  02  00  15  00    28.00    -6.00    22.00
2020  01  02  00  16  00    28.00    -6.00    22.00
2020  01  02  00  17  00    28.00    -6.00    22.00
2020  01  02  00  18  00    29.00    -6.00    23.00
2020  01  02  00  19  00    29.00    -5.00    24.00
2020  01  02  00  20  00    29.00    -5.00    24.00
2020  01  02  00  21  00    30.00    -5.00    25.00
2020  01  02  00  22  00    29.00    -3.00    26.00
2020  01  02  00  23  00    35.00    -8.00    27.00
2020  01  02  00  24  00    38.00   -10.00    28.00
2020  01  02  00  25  00    37.00    -9.00    28.00
2020  01  02  00  26  00    35.00    -8.00    27.00
2020  01  02  00  27  00    32.00    -5.00    27.00
2020  01  02  00  28  00    29.00    -2.00    27.00
2020  01  02  00  29  00    28.00    -1.00    27.00
2020  01  02  00  30  00    29.00    -2.00    27.00
2020  01  02  00  31  00    29.00    -1.00    28.00
2020  01  02  00  32  00    29.00    -1.00    28.00
2020  01  02  00  33  00    29.00    -1.00    28.00
2020  01  02  00  34  00    29.00    -1.00    28.00
2020  01  02  00  35  00    27.00     0.00    27.00
2020  01  02  00  36  00    27.00     0.00    27.00
2020  01  02  00  37  00    31.00    -4.00    27.00
2020  01  02  00  38  00    33.00    -6.00    27.00
2020  01  02  00  39  00    34.00    -7.00    27.00
2020  01  02  00  40  00    34.00    -6.00    28.00
2020  01  02  00  41  00    31.00    -3.00    28.00
2020  01  02  00  42  00    28.00     0.00    28.00
2020  01  02  00  43  00    28.00     0.00    28.00
2020  01  02  00  44  00    28.00     0.00    28.00
2020  01  02  00  45  00    27.00     0.00    27.00
2020  01  02  00  46  00    28.00    -1.00    27.00
2020  01  02  00  47  00    28.00    -1.00    27.00
2020  01  02  00  48  00    27.00    -1.00    26.00
2020  01  02  00  49  00    27.00    -1.00    26.00
2020  01  02  00  50  00    28.00    -1.00    27.00
2020  01  02  00  51  00    28.00    -1.00    27.00
2020  01  02  00  52  00    28.00    -1.00    27.00
2020  01  02  00  53  00    29.00    -1.00    28.00
2020  01  02  00  54  00    30.00    -2.00    28.00
2020  01  02  00  55  00    31.00    -3.00    28.00
2020  01  02  00  56  00    30.00    -2.00    28.00
2020  01  02  00  58  00    27.00    -1.00    26.00
2020  01  02  01  00  00    28.00    -1.00    27.00
2020  01  02  01  02  00    27.00    -1.00    26.00
2020  01  02  01  03  00    27.00    -1.00    26.00
2020  01  02  01  05  00    27.00    -1.00    26.00
2020  01  02  01  07  00    28.00    -1.00    27.00
2020  01  02  01  08  00    27.00    -1.00    26.00
2020  01  02  01  10  00    27.00    -1.00    26.00
2020  01  02  01  12  00    29.00    -1.00    28.00
2020  01  02  01  14  00    29.00    -1.00    28.00
2020  01  02  01  15  00    29.00    -1.00    28.00
2020  01  02  01  17  00    28.00    -1.00    27.00
2020  01  02  01  19  00    27.00    -1.00    26.00
2020  01  02  01  22  00    26.00     0.00    26.00
2020  01  02  01  23  00    26.00     0.00    26.00
2020  01  02  01  24  00    26.00     0.00    26.00
2020  01  02  01  25  00    27.00     0.00    27.00
2020  01  02  01  26  00    28.00     0.00    28.00
2020  01  02  01  27  00    27.00     0.00    27.00
2020  01  02  01  28  00    27.00     0.00    27.00
2020  01  02  01  29  00    26.00     0.00    26.00
2020  01  02  01  30  00    26.00     0.00    26.00
2020  01  02  01  31  00    26.00     0.00    26.00
2020  01  02  01  32  00    27.00     0.00    27.00
2020  01  02  01  33  00    28.00     0.00    28.00
2020  01  02  01  34  00    29.00    -1.00    28.00
2020  01  02  01  35  00    27.00    -1.00    26.00
2020  01  02  01  36  00    27.00    -1.00    26.00
2020  01  02  01  37  00    26.00    -1.00    25.00
2020  01  02  01  38  00    24.00     0.00    24.00
2020  01  02  01  39  00    25.00    -1.00    24.00
2020  01  02  01  40  00    25.00    -1.00    24.00
2020  01  02  01  41  00    26.00     0.00    26.00
2020  01  02  01  42  00    26.00     0.00    26.00
2020  01  02  01  43  00    25.00     0.00    25.00
2020  01  02  01  44  00    26.00     0.00    26.00
2020  01  02  01  45  00    27.00    -1.00    26.00
2020  01  02  01  46  00    27.00    -1.00    26.00
2020  01  02  01  47  00    26.00     0.00    26.00
2020  01  02  01  48  00    26.00     0.00    26.00
2020  01  02  01  49  00    29.00    -2.00    27.00
2020  01  02  01  50  00    27.00    -1.00    26.00
2020  01  02  01  51  00    28.00    -2.00    26.00
2020  01  02  01  52  00    28.00    -2.00    26.00
2020  01  02  01  53  00    28.00    -2.00    26.00
2020  01  02  01  54  00    28.00    -2.00    26.00
2020  01  02  01  55  00    28.00    -2.00    26.00
2020  01  02  01  56  00    27.00    -2.00    25.00
2020  01  02  01  57  00    26.00    -2.00    24.00
2020  01  02  01  58  00    27.00    -2.00    25.00
2020  01  02  01  59  00    26.00    -1.00    25.00
2020  01  02  02  00  00    28.00    -2.00    26.00
2020  01  02  02  01  00    28.00    -1.00    27.00
2020  01  02  02  02  00    29.00    -1.00    28.00
2020  01  02  02  03  00    30.00    -2.00    28.00
2020  01  02  02  04  00    34.00    -8.00    26.00
2020  01  02  02  05  00    30.00    -6.00    24.00
2020  01  02  02  06  00    28.00    -5.00    23.00
2020  01  02  02  07  00    25.00    -1.00    24.00
2020  01  02  02  08  00    26.00     0.00    26.00
2020  01  02  02  10  00    31.00    -3.00    28.00
2020  01  02  02  11  00    33.00    -7.00    26.00
2020  01  02  02  12  00    33.00    -9.00    24.00
2020  01  02  02  13  00    30.00    -8.00    22.00
2020  01  02  02  14  00    23.00    -2.00    21.00
2020  01  02  02  15  00    23.00    -1.00    22.00
2020  01  02  02  16  00    24.00    -1.00    23.00
2020  01  02  02  17  00    23.00    -1.00    22.00
2020  01  02  02  18  00    24.00     0.00    24.00
2020  01  02  02  19  00    25.00    -2.00    23.00
2020  01  02  02  20  00    23.00    -1.00    22.00
2020  01  02  02  21  00    23.00     0.00    23.00
2020  01  02  02  22  00    22.00     0.00    22.00
2020  01  02  02  23  00    23.00     0.00    23.00
2020  01  02  02  24  00    25.00    -1.00    24.00
2020  01  02  02  25  00    24.00     0.00    24.00
2020  01  02  02  26  00    25.00    -1.00    24.00
2020  01  02  02  27  00    26.00    -1.00    25.00
2020  01  02  02  28  00    26.00    -2.00    24.00
2020  01  02  02  29  00    26.00    -2.00    24.00
2020  01  02  02  30  00    28.00    -3.00    25.00
2020  01  02  02  31  00    27.00    -2.00    25.00
2020  01  02  02  32  00    26.00    -2.00    24.00
2020  01  02  02  33  00    26.00    -2.00    24.00
2020  01  02  02  34  00    26.00    -2.00    24.00
2020  01  02  02  35  00    25.00    -2.00    23.00
2020  01  02  02  36  00    25.00    -1.00    24.00
2020  01  02  02  37  00    25.00    -1.00    24.00
2020  01  02  02  38  00    23.00     0.00    23.00
2020  01  02  02  39  00    25.00    -1.00    24.00
2020  01  02  02  40  00    25.00    -1.00    24.00
2020  01  02  02  41  00    23.00     0.00    23.00
2020  01  02  02  42  00    23.00     0.00    23.00
2020  01  02  02  43  00    23.00     0.00    23.00
2020  01  02  02  44  00    22.00     0.00    22.00
2020  01  02  02  45  00    22.00     0.00    22.00
2020  01  02  02  46  00    24.00     0.00    24.00
2020  01  02  02  47  00    24.00     0.00    24.00
2020  01  02  02  48  00    25.00     0.00    25.00
2020  01  02  02  49  00    25.00     0.00    25.00
2020  01  02  02  50  00    25.00     0.00    25.00
2020  01  02  02  51  00    25.00     0.00    25.00
2020  01  02  02  52  00    25.00     0.00    25.00
2020  01  02  02  53  00    25.00     0.00    25.00
2020  01  02  02  54  00    24.00     0.00    24.00
2020  01  02  02  55  00    24.00     0.00    24.00
2020  01  02  02  56  00    25.00     0.00    25.00
2020  01  02  02  57  00    25.00     0.00    25.00
2020  01  02  02  58  00    24.00     0.00    24.00
2020  01  02  02  59  00    24.00     0.00    24.00
2020  01  02  03  00  00    25.00     0.00    25.00
2020  01  02  03  01  00    26.00     0.00    26.00
2020  01  02  03  02  00    26.00     0.00    26.00
2020  01  02  03  03  00    26.00     0.00    26.00
2020  01  02  03  04  00    24.00     0.00    24.00
2020  01  02  03  05  00    24.00     0.00    24.00
2020  01  02  03  06  00    24.00     0.00    24.00
2020  01  02  03  07  00    25.00     0.00    25.00
2020  01  02  03  08  00    26.00     0.00    26.00
2020  01  02  03  09  00    26.00     0.00    26.00
2020  01  02  03  10  00    25.00     0.00    25.00
2020  01  02  03  11  00    25.00    -1.00    24.00
2020  01  02  03  12  00    26.00    -1.00    25.00
2020  01  02  03  13  00    27.00    -1.00    26.00
2020  01  02  03  14  00    25.00     0.00    25.00
2020  01  02  03  15  00    25.00     0.00    25.00
2020  01  02  03  16  00    27.00    -1.00    26.00
2020  01  02  03  17  00    27.00    -1.00    26.00
2020  01  02  03  18  00    25.00     0.00    25.00
2020  01  02  03  19  00    24.00     0.00    24.00
2020  01  02  03  21  00    24.00    -1.00    23.00
2020  01  02  03  22  00    25.00    -1.00    24.00
2020  01  02  03  23  00    24.00    -1.00    23.00
2020  01  02  03  24  00    24.00     0.00    24.00
2020  01  02  03  26  00    26.00    -2.00    24.00
2020  01  02  03  27  00    26.00    -2.00    24.00
2020  01  02  03  28  00    26.00    -1.00    25.00
2020  01  02  03  29  00    27.00    -2.00    25.00
2020  01  02  03  31  00    26.00    -2.00    24.00
2020  01  02  03  33  00    26.00    -2.00    24.00
2020  01  02  03  35  00    27.00    -3.00    24.00
2020  01  02  03  37  00    26.00    -3.00    23.00
2020  01  02  03  38  00    25.00    -3.00    22.00
2020  01  02  03  40  00    26.00    -2.00    24.00
2020  01  02  03  41  00    25.00    -1.00    24.00
2020  01  02  03  42  00    26.00    -2.00    24.00
2020  01  02  03  43  00    27.00    -2.00    25.00
2020  01  02  03  44  00    26.00    -2.00    24.00
2020  01  02  03  45  00    27.00    -3.00    24.00
2020  01  02  03  46  00    28.00    -3.00    25.00
2020  01  02  03  47  00    27.00    -3.00    24.00
2020  01  02  03  48  00    26.00    -3.00    23.00
2020  01  02  03  49  00    27.00    -3.00    24.00
2020  01  02  03  50  00    27.00    -3.00    24.00
2020  01  02  03  51  00    26.00    -2.00    24.00
2020  01  02  03  52  00    25.00    -2.00    23.00
2020  01  02  03  53  00    25.00    -2.00    23.00
2020  01  02  03  54  00    25.00    -2.00    23.00
2020  01  02  03  55  00    26.00    -3.00    23.00
2020  01  02  03  56  00    26.00    -3.00    23.00
2020  01  02  03  57  00    25.00    -3.00    22.00
2020  01  02  03  58  00    26.00    -3.00    23.00
2020  01  02  03  59  00    27.00    -3.00    24.00
2020  01  02  04  00  00    27.00    -3.00    24.00
2020  01  02  04  01  00    27.00    -4.00    23.00
2020  01  02  04  02  00    27.00    -4.00    23.00
2020  01  02  04  03  00    29.00    -5.00    24.00
2020  01  02  04  04  00    29.00    -6.00    23.00
2020  01  02  04  05  00    28.00    -6.00    22.00
2020  01  02  04  06  00    29.00    -6.00    23.00
2020  01  02  04  07  00    29.00    -5.00    24.00
2020  01  02  04  09  00    25.00    -2.00    23.00
2020  01  02  04  10  00    25.00    -2.00    23.00
2020  01  02  04  12  00    28.00    -4.00    24.00
2020  01  02  04  13  00    30.00    -6.00    24.00
2020  01  02  04  15  00    29.00    -7.00    22.00
2020  01  02  04  16  00    27.00    -5.00    22.00
2020  01  02  04  17  00    25.00    -3.00    22.00
2020  01  02  04  18  00    24.00    -2.00    22.00
2020  01  02  04  20  00    25.00    -2.00    23.00
2020  01  02  04  22  00    28.00    -3.00    25.00
2020  01  02  04  23  00    27.00    -3.00    24.00
2020  01  02  04  24  00    26.00    -2.00    24.00
2020  01  02  04  25  00    26.00    -2.00    24.00
2020  01  02  04  26  00    25.00    -2.00    23.00
2020  01  02  04  27  00    24.00    -2.00    22.00
2020  01  02  04  28  00    25.00    -2.00    23.00
2020  01  02  04  29  00    24.00    -2.00    22.00
2020  01  02  04  30  00    25.00    -2.00    23.00
2020  01  02  04  31  00    25.00    -3.00    22.00
2020  01  02  04  32  00    25.00    -3.00    22.00
2020  01  02  04  33  00    25.00    -3.00    22.00
2020  01  02  04  34  00    25.00    -3.00    22.00
2020  01  02  04  35  00    25.00    -3.00    22.00
2020  01  02  04  36  00    25.00    -3.00    22.00
2020  01  02  04  37  00    24.00    -2.00    22.00
2020  01  02  04  38  00    25.00    -4.00    21.00
2020  01  02  04  39  00    26.00    -4.00    22.00
2020  01  02  04  40  00    24.00    -3.00    21.00
2020  01  02  04  41  00    25.00    -3.00    22.00
2020  01  02  04  42  00    25.00    -3.00    22.00
2020  01  02  04  43  00    25.00    -3.00    22.00
2020  01  02  04  44  00    25.00    -2.00    23.00
2020  01  02  04  45  00    25.00    -2.00    23.00
2020  01  02  04  46  00    26.00    -2.00    24.00
2020  01  02  04  47  00    28.00    -4.00    24.00
2020  01  02  04  48  00    29.00    -5.00    24.00
2020  01  02  04  49  00    28.00    -5.00    23.00
2020  01  02  04  50  00    26.00    -4.00    22.00
2020  01  02  04  51  00    25.00    -3.00    22.00
2020  01  02  04  52  00    24.00    -2.00    22.00
2020  01  02  04  53  00    25.00    -2.00    23.00
2020  01  02  04  54  00    25.00    -3.00    22.00
2020  01  02  04  55  00    25.00    -3.00    22.00
2020  01  02  04  56  00    25.00    -2.00    23.00
2020  01  02  04  57  00    24.00    -2.00    22.00
2020  01  02  04  58  00    24.00    -3.00    21.00
2020  01  02  04  59  00    23.00    -3.00    20.00
2020  01  02  05  00  00    24.00    -3.00    21.00
2020  01  02  05  01  00    25.00    -4.00    21.00
2020  01  02  05  02  00    27.00    -5.00    22.00
2020  01  02  05  03  00    26.00    -5.00    21.00
2020  01  02  05  04  00    27.00    -6.00    21.00
2020  01  02  05  05  00    26.00    -6.00    20.00
2020  01  02  05  06  00    27.00    -5.00    22.00
2020  01  02  05  07  00    26.00    -4.00    22.00
2020  01  02  05  08  00    26.00    -5.00    21.00
2020  01  02  05  09  00    26.00    -5.00    21.00
2020  01  02  05  10  00    29.00    -5.00    24.00
2020  01  02  05  11  00    28.00    -5.00    23.00
2020  01  02  05  12  00    28.00    -4.00    24.00
2020  01  02  05  13  00    28.00    -4.00    24.00
2020  01  02  05  14  00    31.00    -8.00    23.00
2020  01  02  05  15  00    31.00   -11.00    20.00
2020  01  02  05  16  00    30.00    -9.00    21.00
2020  01  02  05  17  00    27.00    -7.00    20.00
2020  01  02  05  18  00    26.00    -5.00    21.00
2020  01  02  05  19  00    27.00    -5.00    22.00
2020  01  02  05  20  00    26.00    -4.00    22.00
2020  01  02  05  21  00    26.00    -3.00    23.00
2020  01  02  05  22  00    27.00    -3.00    24.00
2020  01  02  05  23  00    27.00    -3.00    24.00
2020  01  02  05  24  00    26.00    -2.00    24.00
2020  01  02  05  25  00    27.00    -2.00    25.00
2020  01  02  05  26  00    28.00    -4.00    24.00
2020  01  02  05  27  00    27.00    -4.00    23.00
2020  01  02  05  28  00    28.00    -5.00    23.00
2020  01  02  05  29  00    28.00    -5.00    23.00
2020  01  02  05  30  00    28.00    -6.00    22.00
2020  01  02  05  31  00    26.00    -5.00    21.00
2020  01  02  05  32  00    29.00    -7.00    22.00
2020  01  02  05  33  00    30.00    -8.00    22.00
2020  01  02  05  34  00    30.00    -8.00    22.00
2020  01  02  05  35  00    31.00    -9.00    22.00
2020  01  02  05  36  00    28.00    -6.00    22.00
2020  01  02  05  37  00    27.00    -5.00    22.00
2020  01  02  05  38  00    29.00    -7.00    22.00
2020  01  02  05  39  00    32.00   -10.00    22.00
2020  01  02  05  40  00    30.00    -8.00    22.00
2020  01  02  05  41  00    29.00    -6.00    23.00
2020  01  02  05  42  00    30.00    -7.00    23.00
2020  01  02  05  43  00    31.00    -9.00    22.00
2020  01  02  05  44  00    30.00    -8.00    22.00
2020  01  02  05  45  00    28.00    -6.00    22.00
2020  01  02  05  46  00    29.00    -7.00    22.00
2020  01  02  05  47  00    27.00    -5.00    22.00
2020  01  02  05  48  00    27.00    -4.00    23.00
2020  01  02  05  49  00    27.00    -3.00    24.00
2020  01  02  05  50  00    28.00    -4.00    24.00
2020  01  02  05  51  00    27.00    -4.00    23.00
2020  01  02  05  52  00    29.00    -6.00    23.00
2020  01  02  05  53  00    29.00    -6.00    23.00
2020  01  02  05  54  00    27.00    -5.00    22.00
2020  01  02  05  55  00    27.00    -5.00    22.00
2020  01  02  05  56  00    26.00    -4.00    22.00
2020  01  02  05  57  00    26.00    -4.00    22.00
2020  01  02  05  58  00    27.00    -4.00    23.00
2020  01  02  05  59  00    28.00    -4.00    24.00
2020  01  02  06  00  00    28.00    -5.00    23.00
2020  01  02  06  01  00    29.00    -5.00    24.00
2020  01  02  06  02  00    29.00    -5.00    24.00
2020  01  02  06  03  00    29.00    -5.00    24.00
2020  01  02  06  04  00    28.00    -4.00    24.00
2020  01  02  06  05  00    28.00    -4.00    24.00
2020  01  02  06  06  00    28.00    -4.00    24.00
2020  01  02  06  07  00    28.00    -4.00    24.00
2020  01  02  06  08  00    29.00    -5.00    24.00
2020  01  02  06  09  00    29.00    -5.00    24.00
2020  01  02  06  10  00    29.00    -5.00    24.00
2020  01  02  06  11  00    28.00    -4.00    24.00
2020  01  02  06  12  00    28.00    -4.00    24.00
2020  01  02  06  13  00    29.00    -5.00    24.00
2020  01  02  06  14  00    30.00    -6.00    24.00
2020  01  02  06  15  00    29.00    -5.00    24.00
2020  01  02  06  16  00    31.00    -6.00    25.00
2020  01  02  06  17  00    35.00   -10.00    25.00
2020  01  02  06  18  00    37.00   -13.00    24.00
2020  01  02  06  19  00    37.00   -13.00    24.00
2020  01  02  06  20  00    33.00    -9.00    24.00
2020  01  02  06  21  00    30.00    -6.00    24.00
2020  01  02  06  22  00    32.00    -9.00    23.00
2020  01  02  06  30  00    40.00   -17.00    23.00
2020  01  02  06  36  00    37.00   -13.00    24.00
2020  01  02  06  43  00    36.00   -13.00    23.00
2020  01  02  06  44  00    36.00   -12.00    24.00
2020  01  02  06  47  00    32.00    -8.00    24.00
2020  01  02  06  48  00    33.00    -9.00    24.00
2020  01  02  06  49  00    31.00    -8.00    23.00
2020  01  02  06  50  00    33.00    -9.00    24.00
2020  01  02  06  51  00    31.00    -8.00    23.00
2020  01  02  06  52  00    33.00    -9.00    24.00
2020  01  02  06  53  00    36.00   -11.00    25.00
2020  01  02  06  54  00    35.00   -11.00    24.00
2020  01  02  06  55  00    32.00    -9.00    23.00
2020  01  02  06  56  00    33.00   -10.00    23.00
2020  01  02  06  57  00    35.00   -11.00    24.00
2020  01  02  06  58  00    33.00   -10.00    23.00
2020  01  02  06  59  00    35.00   -12.00    23.00
2020  01  02  07  00  00    34.00   -11.00    23.00
2020  01  02  07  01  00    36.00   -13.00    23.00
2020  01  02  07  02  00    37.00   -14.00    23.00
2020  01  02  07  03  00    37.00   -14.00    23.00
2020  01  02  07  04  00    36.00   -13.00    23.00
2020  01  02  07  05  00    39.00   -16.00    23.00
2020  01  02  07  06  00    40.00   -17.00    23.00
2020  01  02  07  07  00    41.00   -18.00    23.00
2020  01  02  07  08  00    43.00   -21.00    22.00
2020  01  02  07  09  00    48.00   -25.00    23.00
2020  01  02  07  10  00    52.00   -25.00    27.00
2020  01  02  07  11  00    43.00   -19.00    24.00
2020  01  02  07  12  00    54.00   -26.00    28.00
2020  01  02  07  13  00    54.00   -29.00    25.00
2020  01  02  07  14  00    55.00   -32.00    23.00
2020  01  02  07  15  00    58.00   -35.00    23.00
2020  01  02  07  16  00    56.00   -33.00    23.00
2020  01  02  07  17  00    71.00   -46.00    25.00
2020  01  02  07  18  00    90.00   -67.00    23.00
2020  01  02  07  19  00   110.00   -87.00    23.00
2020  01  02  07  20  00   121.00   -96.00    25.00
2020  01  02  07  21  00   125.00  -100.00    25.00
2020  01  02  07  22  00   132.00  -105.00    27.00
2020  01  02  07  23  00   135.00  -107.00    28.00
2020  01  02  07  24  00   135.00  -104.00    31.00
2020  01  02  07  25  00   127.00   -96.00    31.00
2020  01  02  07  26  00   122.00   -91.00    31.00
2020  01  02  07  27  00   115.00   -82.00    33.00
2020  01  02  07  28  00   101.00   -70.00    31.00
2020  01  02  07  29  00    97.00   -64.00    33.00
2020  01  02  07  30  00    99.00   -63.00    36.00
2020  01  02  07  32  00    86.00   -45.00    41.00
2020  01  02  07  34  00    78.00   -40.00    38.00
2020  01  02  07  35  00    74.00   -37.00    37.00
2020  01  02  07  40  00    70.00   -28.00    42.00
2020  01  02  07  43  00    60.00   -27.00    33.00
2020  01  02  07  44  00    57.00   -26.00    31.00
2020  01  02  07  45  00    53.00   -26.00    27.00
2020  01  02  07  46  00    57.00   -29.00    28.00
2020  01  02  07  47  00    57.00   -32.00    25.00
2020  01  02  07  48  00    57.00   -33.00    24.00
2020  01  02  07  49  00    59.00   -35.00    24.00
2020  01  02  07  50  00    57.00   -34.00    23.00
2020  01  02  07  51  00    52.00   -29.00    23.00
2020  01  02  07  52  00    52.00   -28.00    24.00
2020  01  02  07  53  00    56.00   -33.00    23.00
2020  01  02  07  54  00    55.00   -31.00    24.00
2020  01  02  07  55  00    49.00   -25.00    24.00
2020  01  02  07  56  00    46.00   -22.00    24.00
2020  01  02  07  57  00    48.00   -25.00    23.00
2020  01  02  07  58  00    45.00   -23.00    22.00
2020  01  02  07  59  00    40.00   -18.00    22.00
2020  01  02  08  00  00    39.00   -15.00    24.00
2020  01  02  08  01  00    48.00   -23.00    25.00
2020  01  02  08  02  00    55.00   -23.00    32.00
2020  01  02  08  03  00    67.00   -17.00    50.00
2020  01  02  08  04  00    72.00   -20.00    52.00
2020  01  02  08  05  00    79.00   -29.00    50.00
2020  01  02  08  06  00    82.00   -36.00    46.00
2020  01  02  08  07  00    80.00   -29.00    51.00
2020  01  02  08  08  00    87.00   -22.00    65.00
2020  01  02  08  10  00    98.00   -39.00    59.00
2020  01  02  08  11  00    79.00   -32.00    47.00
2020  01  02  08  12  00    68.00   -30.00    38.00
2020  01  02  08  13  00    69.00   -35.00    34.00
2020  01  02  08  14  00    73.00   -39.00    34.00
2020  01  02  08  15  00    71.00   -38.00    33.00
2020  01  02  08  16  00    78.00   -36.00    42.00
2020  01  02  08  17  00    76.00   -39.00    37.00
2020  01  02  08  18  00    70.00   -39.00    31.00
2020  01  02  08  19  00    68.00   -39.00    29.00
2020  01  02  08  20  00    70.00   -43.00    27.00
2020  01  02  08  21  00    71.00   -45.00    26.00
2020  01  02  08  22  00    65.00   -41.00    24.00
2020  01  02  08  23  00    59.00   -35.00    24.00
2020  01  02  08  24  00    69.00   -36.00    33.00
2020  01  02  08  25  00    78.00   -35.00    43.00
2020  01  02  08  26  00    81.00   -33.00    48.00
2020  01  02  08  27  00    89.00   -28.00    61.00
2020  01  02  08  28  00    91.00   -30.00    61.00
2020  01  02  08  29  00    90.00   -33.00    57.00
2020  01  02  08  30  00    88.00   -35.00    53.00
2020  01  02  08  31  00   101.00   -37.00    64.00
2020  01  02  08  32  00   106.00   -37.00    69.00
2020  01  02  08  33  00   101.00   -38.00    63.00
2020  01  02  08  34  00    77.00   -36.00    41.00
2020  01  02  08  35  00    71.00   -40.00    31.00
2020  01  02  08  36  00    90.00   -44.00    46.00
2020  01  02  08  37  00    81.00   -41.00    40.00
2020  01  02  08  38  00    75.00   -33.00    42.00
2020  01  02  08  39  00    72.00   -29.00    43.00
2020  01  02  08  40  00    71.00   -31.00    40.00
2020  01  02  08  41  00    56.00   -29.00    27.00
2020  01  02  08  42  00    48.00   -26.00    22.00
2020  01  02  08  43  00    69.00   -30.00    39.00
2020  01  02  08  44  00   109.00   -42.00    67.00
2020  01  02  08  45  00   111.00   -46.00    65.00
2020  01  02  08  46  00   104.00   -49.00    55.00
2020  01  02  08  47  00    88.00   -57.00    31.00
2020  01  02  08  48  00   111.00   -69.00    42.00
2020  01  02  08  49  00   127.00   -69.00    58.00
2020  01  02  08  50  00   144.00   -72.00    72.00
2020  01  02  08  51  00   151.00   -77.00    74.00
2020  01  02  08  52  00   153.00   -78.00    75.00
2020  01  02  08  53  00   152.00   -73.00    79.00
2020  01  02  08  54  00   150.00   -71.00    79.00
2020  01  02  08  55  00   122.00   -67.00    55.00
2020  01  02  08  56  00   136.00   -59.00    77.00
2020  01  02  08  57  00   144.00   -53.00    91.00
2020  01  02  08  58  00   143.00   -49.00    94.00
2020  01  02  08  59  00   135.00   -52.00    83.00
2020  01  02  09  00  00   144.00   -62.00    82.00
2020  01  02  09  01  00   136.00   -60.00    76.00
2020  01  02  09  02  00   120.00   -54.00    66.00
2020  01  02  09  03  00    87.00   -35.00    52.00
2020  01  02  09  04  00    36.00   -13.00    23.00
2020  01  02  09  05  00    32.00   -10.00    22.00
2020  01  02  09  06  00    36.00   -14.00    22.00
2020  01  02  09  07  00    36.00   -13.00    23.00
2020  01  02  09  08  00    36.00   -13.00    23.00
2020  01  02  09  09  00    44.00   -22.00    22.00
2020  01  02  09  10  00    43.00   -22.00    21.00
2020  01  02  09  11  00    42.00   -21.00    21.00
2020  01  02  09  12  00    41.00   -20.00    21.00
2020  01  02  09  13  00    34.00   -14.00    20.00
2020  01  02  09  14  00    35.00   -15.00    20.00
2020  01  02  09  15  00    34.00   -13.00    21.00
2020  01  02  09  16  00    28.00    -7.00    21.00
2020  01  02  09  17  00    30.00    -9.00    21.00
2020  01  02  09  18  00    39.00   -18.00    21.00
2020  01  02  09  19  00    30.00   -10.00    20.00
2020  01  02  09  20  00    29.00    -9.00    20.00
2020  01  02  09  21  00    27.00    -8.00    19.00
2020  01  02  09  22  00    24.00    -5.00    19.00
2020  01  02  09  23  00    26.00    -6.00    20.00
2020  01  02  09  24  00    26.00    -6.00    20.00
2020  01  02  09  25  00    25.00    -5.00    20.00
2020  01  02  09  26  00    25.00    -5.00    20.00
2020  01  02  09  27  00    26.00    -6.00    20.00
2020  01  02  09  34  00    26.00    -6.00    20.00
2020  01  02  09  35  00    27.00    -7.00    20.00
2020  01  02  09  36  00    28.00    -7.00    21.00
2020  01  02  09  37  00    29.00    -8.00    21.00
2020  01  02  09  38  00    28.00    -8.00    20.00
2020  01  02  09  39  00    29.00    -8.00    21.00
2020  01  02  09  40  00    26.00    -6.00    20.00
2020  01  02  09  41  00    26.00    -5.00    21.00
2020  01  02  09  42  00    26.00    -4.00    22.00
2020  01  02  09  43  00    29.00    -4.00    25.00
2020  01  02  09  44  00    30.00    -3.00    27.00
2020  01  02  09  45  00    36.00    -4.00    32.00
2020  01  02  09  46  00    37.00    -5.00    32.00
2020  01  02  09  47  00    34.00    -6.00    28.00
2020  01  02  09  48  00    31.00    -6.00    25.00
2020  01  02  09  49  00    36.00    -6.00    30.00
2020  01  02  09  50  00    37.00    -6.00    31.00
2020  01  02  09  51  00    32.00    -5.00    27.00
2020  01  02  09  52  00    26.00    -4.00    22.00
2020  01  02  09  53  00    25.00    -5.00    20.00
2020  01  02  09  54  00    25.00    -5.00    20.00
2020  01  02  09  55  00    26.00    -6.00    20.00
2020  01  02  09  56  00    27.00    -6.00    21.00
