File created on 2025-12-12T09:40:10.280325
Converted from 1au_mesoscale_point5_MedRes.dat
#COOR
GSM


#START
2014 09 12 20 04 33 402        0.36      -0.74       0.05    -298.64      25.70     -43.92      26.69   33779.59
2014 09 12 20 04 46 804        0.37      -0.75       0.05    -298.65      25.71     -43.91      26.70   33781.37
2014 09 12 20 05 00 207        0.37      -0.75       0.05    -298.66      25.71     -43.90      26.70   33783.15
2014 09 12 20 05 13 609        0.37      -0.75       0.05    -298.67      25.71     -43.89      26.70   33784.92
2014 09 12 20 05 27 010        0.37      -0.76       0.05    -298.68      25.71     -43.89      26.71   33786.70
2014 09 12 20 05 40 412        0.37      -0.76       0.05    -298.69      25.72     -43.88      26.71   33788.47
2014 09 12 20 05 53 814        0.38      -0.76       0.05    -298.70      25.72     -43.87      26.71   33790.25
2014 09 12 20 06 00 000        0.38      -0.77       0.05    -298.70      25.72     -43.87      26.71   33792.54
2014 09 12 20 06 13 401        0.38      -0.77       0.06    -298.71      25.72     -43.86      26.72   33794.32
2014 09 12 20 06 26 803        0.38      -0.77       0.06    -298.72      25.72     -43.85      26.72   33796.09
2014 09 12 20 06 40 204        0.38      -0.78       0.06    -298.73      25.73     -43.85      26.73   33797.86
2014 09 12 20 06 53 606        0.38      -0.78       0.06    -298.74      25.73     -43.84      26.73   33799.63
2014 09 12 20 07 07 007        0.39      -0.78       0.06    -298.75      25.73     -43.83      26.73   33801.41
2014 09 12 20 07 20 409        0.39      -0.79       0.06    -298.76      25.73     -43.83      26.74   33803.45
2014 09 12 20 07 33 810        0.39      -0.79       0.06    -298.77      25.74     -43.82      26.74   33805.22
2014 09 12 20 07 40 000        0.39      -0.79       0.06    -298.77      25.74     -43.82      26.74   33807.24
2014 09 12 20 07 53 401        0.39      -0.80       0.06    -298.78      25.74     -43.81      26.74   33809.28
2014 09 12 20 08 06 803        0.39      -0.80       0.07    -298.79      25.74     -43.80      26.75   33811.05
2014 09 12 20 08 20 205        0.40      -0.80       0.07    -298.80      25.75     -43.79      26.75   33812.74
2014 09 12 20 08 33 607        0.40      -0.81       0.07    -298.81      25.75     -43.79      26.76   33814.78
2014 09 12 20 08 47 009        0.40      -0.81       0.07    -298.82      25.75     -43.78      26.76   33816.55
2014 09 12 20 09 00 412        0.40      -0.82       0.07    -298.83      25.75     -43.77      26.76   33818.32
2014 09 12 20 09 13 814        0.40      -0.82       0.07    -298.84      25.76     -43.77      26.77   33820.36
2014 09 12 20 09 20 000        0.40      -0.82       0.07    -298.85      25.76     -43.76      26.77   33822.30
2014 09 12 20 09 33 402        0.41      -0.82       0.07    -298.86      25.76     -43.76      26.77   33824.34
2014 09 12 20 09 46 805        0.41      -0.83       0.07    -298.87      25.76     -43.75      26.77   33826.10
2014 09 12 20 10 00 208        0.41      -0.83       0.07    -298.88      25.76     -43.74      26.78   33828.14
2014 09 12 20 10 13 611        0.41      -0.84       0.08    -298.88      25.77     -43.74      26.78   33829.83
2014 09 12 20 10 27 014        0.41      -0.84       0.08    -298.89      25.77     -43.73      26.79   33831.86
2014 09 12 20 10 40 418        0.42      -0.84       0.08    -298.90      25.77     -43.72      26.79   33833.63
2014 09 12 20 10 53 821        0.42      -0.85       0.08    -298.92      25.77     -43.71      26.79   33835.59
2014 09 12 20 11 00 000        0.42      -0.85       0.08    -298.92      25.77     -43.71      26.79   33837.60
2014 09 12 20 11 13 404        0.42      -0.85       0.08    -298.93      25.78     -43.70      26.80   33839.56
2014 09 12 20 11 26 807        0.42      -0.86       0.08    -298.94      25.78     -43.70      26.80   33841.59
2014 09 12 20 11 40 212        0.42      -0.86       0.08    -298.95      25.78     -43.69      26.80   33843.35
2014 09 12 20 11 53 616        0.43      -0.86       0.08    -298.96      25.78     -43.68      26.81   33845.31
2014 09 12 20 12 07 020        0.43      -0.87       0.08    -298.97      25.79     -43.68      26.81   33847.34
2014 09 12 20 12 20 425        0.43      -0.87       0.09    -298.98      25.79     -43.67      26.82   33849.29
2014 09 12 20 12 33 830        0.43      -0.88       0.09    -298.99      25.79     -43.66      26.82   33851.05
2014 09 12 20 12 40 000        0.43      -0.88       0.09    -298.99      25.79     -43.66      26.82   33853.26
2014 09 12 20 12 53 405        0.44      -0.88       0.09    -299.00      25.80     -43.65      26.82   33855.29
2014 09 12 20 13 06 811        0.44      -0.89       0.09    -299.01      25.80     -43.65      26.83   33857.24
2014 09 12 20 13 20 216        0.44      -0.89       0.09    -299.02      25.80     -43.64      26.83   33859.00
2014 09 12 20 13 33 622        0.44      -0.89       0.09    -299.03      25.80     -43.63      26.83   33860.95
