
#COOR
GSM

#START
1972 08 03 20 00 00 000 -1.1749573E+00 9.3064696E-01 5.9658867E-01
1972 08 03 20 00 05 000 -1.1757896E+00 9.2483402E-01 5.9559374E-01
1972 08 03 20 00 10 000 -1.1766110E+00 9.1901265E-01 5.9459273E-01
1972 08 03 20 00 15 000 -1.1774216E+00 9.1318288E-01 5.9358562E-01
1972 08 03 20 00 20 000 -1.1782212E+00 9.0734479E-01 5.9257241E-01
1972 08 03 20 00 25 000 -1.1790099E+00 9.0149827E-01 5.9155306E-01
1972 08 03 20 00 30 000 -1.1797874E+00 8.9564339E-01 5.9052754E-01
1972 08 03 20 00 35 000 -1.1805537E+00 8.8978019E-01 5.8949585E-01
1972 08 03 20 00 40 000 -1.1813088E+00 8.8390858E-01 5.8845794E-01
1972 08 03 20 00 45 000 -1.1820526E+00 8.7802863E-01 5.8741381E-01
1972 08 03 20 00 50 000 -1.1827850E+00 8.7214039E-01 5.8636342E-01
1972 08 03 20 00 55 000 -1.1835060E+00 8.6624376E-01 5.8530676E-01
1972 08 03 20 01 00 000 -1.1842154E+00 8.6033881E-01 5.8424379E-01
1972 08 03 20 01 05 000 -1.1849132E+00 8.5442559E-01 5.8317450E-01
1972 08 03 20 01 10 000 -1.1855993E+00 8.4850402E-01 5.8209886E-01
1972 08 03 20 01 15 000 -1.1862737E+00 8.4257415E-01 5.8101684E-01
1972 08 03 20 01 20 000 -1.1869362E+00 8.3663603E-01 5.7992844E-01
1972 08 03 20 01 25 000 -1.1875868E+00 8.3068959E-01 5.7883361E-01
1972 08 03 20 01 30 000 -1.1882255E+00 8.2473489E-01 5.7773233E-01
1972 08 03 20 01 35 000 -1.1888520E+00 8.1877198E-01 5.7662460E-01
1972 08 03 20 01 40 000 -1.1894664E+00 8.1280077E-01 5.7551037E-01
1972 08 03 20 01 45 000 -1.1900686E+00 8.0682133E-01 5.7438962E-01
1972 08 03 20 01 50 000 -1.1906585E+00 8.0083372E-01 5.7326234E-01
1972 08 03 20 01 55 000 -1.1912360E+00 7.9483785E-01 5.7212849E-01
1972 08 03 20 02 00 000 -1.1918010E+00 7.8883379E-01 5.7098804E-01
1972 08 03 20 02 05 000 -1.1923535E+00 7.8282155E-01 5.6984099E-01
1972 08 03 20 02 10 000 -1.1928933E+00 7.7680120E-01 5.6868731E-01
1972 08 03 20 02 15 000 -1.1934204E+00 7.7077264E-01 5.6752696E-01
1972 08 03 20 02 20 000 -1.1939348E+00 7.6473595E-01 5.6635992E-01
1972 08 03 20 02 25 000 -1.1944363E+00 7.5869118E-01 5.6518618E-01
1972 08 03 20 02 30 000 -1.1949248E+00 7.5263827E-01 5.6400570E-01
1972 08 03 20 02 35 000 -1.1954002E+00 7.4657726E-01 5.6281846E-01
1972 08 03 20 02 40 000 -1.1958626E+00 7.4050824E-01 5.6162444E-01
1972 08 03 20 02 45 000 -1.1963117E+00 7.3443112E-01 5.6042361E-01
1972 08 03 20 02 50 000 -1.1967476E+00 7.2834596E-01 5.5921595E-01
1972 08 03 20 02 55 000 -1.1971700E+00 7.2225284E-01 5.5800143E-01
1972 08 03 20 03 00 000 -1.1975790E+00 7.1615167E-01 5.5678003E-01
1972 08 03 20 03 05 000 -1.1979745E+00 7.1004254E-01 5.5555171E-01
1972 08 03 20 03 10 000 -1.1983563E+00 7.0392549E-01 5.5431648E-01
1972 08 03 20 03 15 000 -1.1987243E+00 6.9780047E-01 5.5307428E-01
1972 08 03 20 03 20 000 -1.1990786E+00 6.9166753E-01 5.5182509E-01
1972 08 03 20 03 25 000 -1.1994189E+00 6.8552675E-01 5.5056892E-01
1972 08 03 20 03 30 000 -1.1997453E+00 6.7937807E-01 5.4930570E-01
1972 08 03 20 03 35 000 -1.2000575E+00 6.7322153E-01 5.4803542E-01
1972 08 03 20 03 40 000 -1.2003556E+00 6.6705724E-01 5.4675807E-01
1972 08 03 20 03 45 000 -1.2006394E+00 6.6088510E-01 5.4547361E-01
1972 08 03 20 03 50 000 -1.2009089E+00 6.5470519E-01 5.4418202E-01
1972 08 03 20 03 55 000 -1.2011639E+00 6.4851759E-01 5.4288328E-01
1972 08 03 20 04 00 000 -1.2014044E+00 6.4232223E-01 5.4157735E-01
1972 08 03 20 04 05 000 -1.2016302E+00 6.3611919E-01 5.4026421E-01
1972 08 03 20 04 10 000 -1.2018414E+00 6.2990853E-01 5.3894386E-01
1972 08 03 20 04 15 000 -1.2020377E+00 6.2369020E-01 5.3761623E-01
1972 08 03 20 04 20 000 -1.2022190E+00 6.1746427E-01 5.3628133E-01
1972 08 03 20 04 25 000 -1.2023854E+00 6.1123082E-01 5.3493913E-01
1972 08 03 20 04 30 000 -1.2025367E+00 6.0498978E-01 5.3358960E-01
1972 08 03 20 04 35 000 -1.2026727E+00 5.9874124E-01 5.3223270E-01
1972 08 03 20 04 40 000 -1.2027935E+00 5.9248527E-01 5.3086844E-01
1972 08 03 20 04 45 000 -1.2028989E+00 5.8622182E-01 5.2949676E-01
1972 08 03 20 04 50 000 -1.2029888E+00 5.7995095E-01 5.2811766E-01
1972 08 03 20 04 55 000 -1.2030631E+00 5.7367277E-01 5.2673111E-01
1972 08 03 20 05 00 000 -1.2031217E+00 5.6738720E-01 5.2533706E-01
1972 08 03 20 05 05 000 -1.2031645E+00 5.6109433E-01 5.2393552E-01
1972 08 03 20 05 10 000 -1.2031914E+00 5.5479426E-01 5.2252645E-01
1972 08 03 20 05 15 000 -1.2032024E+00 5.4848690E-01 5.2110982E-01
1972 08 03 20 05 20 000 -1.2031973E+00 5.4217236E-01 5.1968562E-01
1972 08 03 20 05 25 000 -1.2031760E+00 5.3585073E-01 5.1825382E-01
1972 08 03 20 05 30 000 -1.2031384E+00 5.2952194E-01 5.1681438E-01
1972 08 03 20 05 35 000 -1.2030844E+00 5.2318609E-01 5.1536729E-01
1972 08 03 20 05 40 000 -1.2030139E+00 5.1684322E-01 5.1391252E-01
1972 08 03 20 05 45 000 -1.2029268E+00 5.1049342E-01 5.1245006E-01
1972 08 03 20 05 50 000 -1.2028231E+00 5.0413663E-01 5.1097987E-01
1972 08 03 20 05 55 000 -1.2027025E+00 4.9777296E-01 5.0950193E-01
1972 08 03 20 06 00 000 -1.2025651E+00 4.9140249E-01 5.0801622E-01
1972 08 03 20 06 05 000 -1.2024106E+00 4.8502517E-01 5.0652271E-01
1972 08 03 20 06 10 000 -1.2022390E+00 4.7864111E-01 5.0502137E-01
1972 08 03 20 06 15 000 -1.2020502E+00 4.7225040E-01 5.0351220E-01
1972 08 03 20 06 20 000 -1.2018441E+00 4.6585298E-01 5.0199514E-01
1972 08 03 20 06 25 000 -1.2016206E+00 4.5944897E-01 5.0047019E-01
1972 08 03 20 06 30 000 -1.2013795E+00 4.5303846E-01 4.9893734E-01
1972 08 03 20 06 35 000 -1.2011208E+00 4.4662140E-01 4.9739653E-01
1972 08 03 20 06 40 000 -1.2008443E+00 4.4019789E-01 4.9584776E-01
1972 08 03 20 06 45 000 -1.2005500E+00 4.3376805E-01 4.9429101E-01
1972 08 03 20 06 50 000 -1.2002377E+00 4.2733183E-01 4.9272624E-01
1972 08 03 20 06 55 000 -1.1999074E+00 4.2088933E-01 4.9115343E-01
1972 08 03 20 07 00 000 -1.1995588E+00 4.1444066E-01 4.8957258E-01
1972 08 03 20 07 05 000 -1.1991920E+00 4.0798579E-01 4.8798363E-01
1972 08 03 20 07 10 000 -1.1988068E+00 4.0152481E-01 4.8638658E-01
1972 08 03 20 07 15 000 -1.1984030E+00 3.9505784E-01 4.8478142E-01
1972 08 03 20 07 20 000 -1.1979807E+00 3.8858485E-01 4.8316809E-01
1972 08 03 20 07 25 000 -1.1975396E+00 3.8210594E-01 4.8154660E-01
1972 08 03 20 07 30 000 -1.1970796E+00 3.7562124E-01 4.7991692E-01
1972 08 03 20 07 35 000 -1.1966007E+00 3.6913070E-01 4.7827901E-01
1972 08 03 20 07 40 000 -1.1961028E+00 3.6263444E-01 4.7663287E-01
1972 08 03 20 07 45 000 -1.1955856E+00 3.5613258E-01 4.7497848E-01
1972 08 03 20 07 50 000 -1.1950492E+00 3.4962509E-01 4.7331580E-01
1972 08 03 20 07 55 000 -1.1944933E+00 3.4311209E-01 4.7164482E-01
1972 08 03 20 08 00 000 -1.1939180E+00 3.3659370E-01 4.6996552E-01
1972 08 03 20 08 05 000 -1.1933230E+00 3.3006990E-01 4.6827787E-01
1972 08 03 20 08 10 000 -1.1927082E+00 3.2354080E-01 4.6658185E-01
1972 08 03 20 08 15 000 -1.1920736E+00 3.1700653E-01 4.6487746E-01
1972 08 03 20 08 20 000 -1.1914190E+00 3.1046707E-01 4.6316466E-01
1972 08 03 20 08 25 000 -1.1907444E+00 3.0392254E-01 4.6144342E-01
1972 08 03 20 08 30 000 -1.1900495E+00 2.9737308E-01 4.5971375E-01
1972 08 03 20 08 35 000 -1.1893343E+00 2.9081866E-01 4.5797561E-01
1972 08 03 20 08 40 000 -1.1885987E+00 2.8425942E-01 4.5622898E-01
